,YEAR_op,TIMESTAMP,TECHNOLOGIES,AREA,power_Dvar
77,2040,8201,ElectrolysisS,Alpin,0.0
78,2040,8201,CCS2,Marseille,0.0
79,2040,8201,CCS2,Nice,0.0
80,2040,8201,CCS2,Alpin,0.0
81,2040,8201,SMR + CCS1,Marseille,0.0
82,2040,8201,SMR + CCS1,Nice,0.0
83,2040,8201,SMR + CCS1,Alpin,0.0
84,2040,8201,ElectrolysisL,Marseille,900.0
85,2040,8201,ElectrolysisL,Nice,260.96883065316655
86,2040,8201,ElectrolysisL,Alpin,100.0
87,2040,8201,SMR + CCS2,Marseille,0.0
88,2040,8201,SMR + CCS2,Nice,0.0
89,2040,8201,SMR + CCS2,Alpin,0.0
90,2040,8201,Ground PV,Marseille,0.0
91,2040,8201,Ground PV,Nice,0.0
92,2040,8201,Ground PV,Alpin,0.0
93,2040,8201,ElectrolysisM,Marseille,14.214963119072763
94,2040,8201,ElectrolysisM,Nice,0.0
95,2040,8201,ElectrolysisM,Alpin,32.360379346680716
96,2040,8201,Offshore wind - floating,Marseille,0.0
97,2040,8201,Offshore wind - floating,Nice,0.0
98,2040,8201,Offshore wind - floating,Alpin,0.0
99,2040,8201,SMR,Marseille,0.0
100,2040,8201,SMR,Nice,0.0
101,2040,8201,SMR,Alpin,0.0
102,2040,8201,CCS1,Marseille,0.0
103,2040,8201,CCS1,Nice,0.0
104,2040,8201,CCS1,Alpin,0.0
105,2040,8201,Onshore wind,Marseille,8.933078115
106,2040,8201,Onshore wind,Nice,2.5704868650000003
107,2040,8201,Onshore wind,Alpin,1.32341898
108,2040,3601,Existing SMR,Marseille,0.0
109,2040,3601,Existing SMR,Nice,0.0
110,2040,3601,Existing SMR,Alpin,0.0
111,2040,3601,ElectrolysisS,Marseille,0.0
112,2040,3601,ElectrolysisS,Nice,0.0
113,2040,3601,ElectrolysisS,Alpin,0.0
114,2040,3601,CCS2,Marseille,0.0
115,2040,3601,CCS2,Nice,0.0
116,2040,3601,CCS2,Alpin,0.0
117,2040,3601,SMR + CCS1,Marseille,0.0
118,2040,3601,SMR + CCS1,Nice,0.0
119,2040,3601,SMR + CCS1,Alpin,0.0
120,2040,3601,ElectrolysisL,Marseille,900.0
121,2040,3601,ElectrolysisL,Nice,260.96883065316655
122,2040,3601,ElectrolysisL,Alpin,100.0
123,2040,3601,SMR + CCS2,Marseille,0.0
124,2040,3601,SMR + CCS2,Nice,0.0
125,2040,3601,SMR + CCS2,Alpin,0.0
126,2040,3601,Ground PV,Marseille,0.0
127,2040,3601,Ground PV,Nice,0.0
128,2040,3601,Ground PV,Alpin,0.0
129,2040,3601,ElectrolysisM,Marseille,14.214963119072763
130,2040,3601,ElectrolysisM,Nice,0.0
131,2040,3601,ElectrolysisM,Alpin,32.360379346680716
132,2040,3601,Offshore wind - floating,Marseille,0.0
133,2040,3601,Offshore wind - floating,Nice,0.0
134,2040,3601,Offshore wind - floating,Alpin,0.0
135,2040,3601,SMR,Marseille,0.0
136,2040,3601,SMR,Nice,0.0
137,2040,3601,SMR,Alpin,0.0
138,2040,3601,CCS1,Marseille,0.0
139,2040,3601,CCS1,Nice,0.0
140,2040,3601,CCS1,Alpin,0.0
141,2040,3601,Onshore wind,Marseille,901.1135952000001
142,2040,3601,Onshore wind,Nice,259.2947952
143,2040,3601,Onshore wind,Alpin,132.3603793466807
144,2040,7701,Existing SMR,Marseille,0.0
145,2040,7701,Existing SMR,Nice,0.0
146,2040,7701,Existing SMR,Alpin,0.0
147,2040,7701,ElectrolysisS,Marseille,0.0
148,2040,7701,ElectrolysisS,Nice,0.0
149,2040,7701,ElectrolysisS,Alpin,0.0
150,2040,7701,CCS2,Marseille,0.0
151,2040,7701,CCS2,Nice,0.0
152,2040,7701,CCS2,Alpin,0.0
153,2040,7701,SMR + CCS1,Marseille,0.0
154,2040,7701,SMR + CCS1,Nice,0.0
155,2040,7701,SMR + CCS1,Alpin,0.0
156,2040,7701,ElectrolysisL,Marseille,900.0
157,2040,7701,ElectrolysisL,Nice,260.96883065316655
158,2040,7701,ElectrolysisL,Alpin,100.0
159,2040,7701,SMR + CCS2,Marseille,0.0
160,2040,7701,SMR + CCS2,Nice,0.0
161,2040,7701,SMR + CCS2,Alpin,0.0
162,2040,7701,Ground PV,Marseille,0.0
163,2040,7701,Ground PV,Nice,0.0
164,2040,7701,Ground PV,Alpin,0.0
165,2040,7701,ElectrolysisM,Marseille,14.214963119072763
166,2040,7701,ElectrolysisM,Nice,0.0
167,2040,7701,ElectrolysisM,Alpin,32.360379346680716
168,2040,7701,Offshore wind - floating,Marseille,0.0
169,2040,7701,Offshore wind - floating,Nice,0.0
170,2040,7701,Offshore wind - floating,Alpin,0.0
171,2040,7701,SMR,Marseille,0.0
172,2040,7701,SMR,Nice,0.0
173,2040,7701,SMR,Alpin,0.0
174,2040,7701,CCS1,Marseille,0.0
175,2040,7701,CCS1,Nice,0.0
176,2040,7701,CCS1,Alpin,0.0
177,2040,7701,Onshore wind,Marseille,901.1135952000001
178,2040,7701,Onshore wind,Nice,259.2947952
179,2040,7701,Onshore wind,Alpin,132.3603793466807
180,2040,3101,Existing SMR,Marseille,0.0
181,2040,3101,Existing SMR,Nice,0.0
182,2040,3101,Existing SMR,Alpin,0.0
183,2040,3101,ElectrolysisS,Marseille,0.0
184,2040,3101,ElectrolysisS,Nice,0.0
185,2040,3101,ElectrolysisS,Alpin,0.0
186,2040,3101,CCS2,Marseille,0.0
187,2040,3101,CCS2,Nice,0.0
188,2040,3101,CCS2,Alpin,0.0
189,2040,3101,SMR + CCS1,Marseille,0.0
190,2040,3101,SMR + CCS1,Nice,0.0
191,2040,3101,SMR + CCS1,Alpin,0.0
192,2040,3101,ElectrolysisL,Marseille,900.0
193,2040,3101,ElectrolysisL,Nice,260.96883065316655
194,2040,3101,ElectrolysisL,Alpin,100.0
195,2040,3101,SMR + CCS2,Marseille,0.0
196,2040,3101,SMR + CCS2,Nice,0.0
197,2040,3101,SMR + CCS2,Alpin,0.0
198,2040,3101,Ground PV,Marseille,0.0
199,2040,3101,Ground PV,Nice,0.0
200,2040,3101,Ground PV,Alpin,0.0
201,2040,3101,ElectrolysisM,Marseille,14.214963119072763
202,2040,3101,ElectrolysisM,Nice,0.0
203,2040,3101,ElectrolysisM,Alpin,32.360379346680716
204,2040,3101,Offshore wind - floating,Marseille,0.0
205,2040,3101,Offshore wind - floating,Nice,0.0
206,2040,3101,Offshore wind - floating,Alpin,0.0
207,2040,3101,SMR,Marseille,0.0
208,2040,3101,SMR,Nice,0.0
209,2040,3101,SMR,Alpin,0.0
210,2040,3101,CCS1,Marseille,0.0
211,2040,3101,CCS1,Nice,0.0
212,2040,3101,CCS1,Alpin,0.0
213,2040,3101,Onshore wind,Marseille,93.84193845
214,2040,3101,Onshore wind,Nice,27.002950950000002
215,2040,3101,Onshore wind,Alpin,13.9025094
216,2040,7201,Existing SMR,Marseille,0.0
217,2040,7201,Existing SMR,Nice,0.0
218,2040,7201,Existing SMR,Alpin,0.0
219,2040,7201,ElectrolysisS,Marseille,0.0
220,2040,7201,ElectrolysisS,Nice,0.0
221,2040,7201,ElectrolysisS,Alpin,0.0
222,2040,7201,CCS2,Marseille,0.0
223,2040,7201,CCS2,Nice,0.0
224,2040,7201,CCS2,Alpin,0.0
225,2040,7201,SMR + CCS1,Marseille,0.0
226,2040,7201,SMR + CCS1,Nice,0.0
227,2040,7201,SMR + CCS1,Alpin,0.0
228,2040,7201,ElectrolysisL,Marseille,900.0
229,2040,7201,ElectrolysisL,Nice,260.96883065316655
230,2040,7201,ElectrolysisL,Alpin,100.0
231,2040,7201,SMR + CCS2,Marseille,0.0
232,2040,7201,SMR + CCS2,Nice,0.0
233,2040,7201,SMR + CCS2,Alpin,0.0
234,2040,7201,Ground PV,Marseille,0.0
235,2040,7201,Ground PV,Nice,0.0
236,2040,7201,Ground PV,Alpin,0.0
237,2040,7201,ElectrolysisM,Marseille,14.214963119072763
238,2040,7201,ElectrolysisM,Nice,0.0
239,2040,7201,ElectrolysisM,Alpin,32.360379346680716
240,2040,7201,Offshore wind - floating,Marseille,0.0
241,2040,7201,Offshore wind - floating,Nice,0.0
242,2040,7201,Offshore wind - floating,Alpin,0.0
243,2040,7201,SMR,Marseille,0.0
244,2040,7201,SMR,Nice,0.0
245,2040,7201,SMR,Alpin,0.0
246,2040,7201,CCS1,Marseille,0.0
247,2040,7201,CCS1,Nice,0.0
248,2040,7201,CCS1,Alpin,0.0
249,2040,7201,Onshore wind,Marseille,9.620237484
250,2040,7201,Onshore wind,Nice,2.768216484
251,2040,7201,Onshore wind,Alpin,1.425220368
252,2040,2601,Existing SMR,Marseille,0.0
253,2040,2601,Existing SMR,Nice,0.0
254,2040,2601,Existing SMR,Alpin,0.0
255,2040,2601,ElectrolysisS,Marseille,0.0
256,2040,2601,ElectrolysisS,Nice,0.0
257,2040,2601,ElectrolysisS,Alpin,0.0
258,2040,2601,CCS2,Marseille,0.0
259,2040,2601,CCS2,Nice,0.0
260,2040,2601,CCS2,Alpin,0.0
261,2040,2601,SMR + CCS1,Marseille,0.0
262,2040,2601,SMR + CCS1,Nice,0.0
263,2040,2601,SMR + CCS1,Alpin,0.0
264,2040,2601,ElectrolysisL,Marseille,900.0
265,2040,2601,ElectrolysisL,Nice,260.96883065316655
266,2040,2601,ElectrolysisL,Alpin,100.0
267,2040,2601,SMR + CCS2,Marseille,0.0
268,2040,2601,SMR + CCS2,Nice,0.0
269,2040,2601,SMR + CCS2,Alpin,0.0
270,2040,2601,Ground PV,Marseille,224.175632284
271,2040,2601,Ground PV,Nice,0.0
272,2040,2601,Ground PV,Alpin,31.862526415999998
273,2040,2601,ElectrolysisM,Marseille,14.214963119072763
274,2040,2601,ElectrolysisM,Nice,0.0
275,2040,2601,ElectrolysisM,Alpin,32.360379346680716
276,2040,2601,Offshore wind - floating,Marseille,0.0
277,2040,2601,Offshore wind - floating,Nice,0.0
278,2040,2601,Offshore wind - floating,Alpin,0.0
279,2040,2601,SMR,Marseille,0.0
280,2040,2601,SMR,Nice,0.0
281,2040,2601,SMR,Alpin,0.0
282,2040,2601,CCS1,Marseille,0.0
283,2040,2601,CCS1,Nice,0.0
284,2040,2601,CCS1,Alpin,0.0
285,2040,2601,Onshore wind,Marseille,673.9399017
286,2040,2601,Onshore wind,Nice,193.92572669999998
287,2040,2601,Onshore wind,Alpin,99.8429484
288,2040,6701,Existing SMR,Marseille,0.0
289,2040,6701,Existing SMR,Nice,0.0
290,2040,6701,Existing SMR,Alpin,0.0
291,2040,6701,ElectrolysisS,Marseille,0.0
292,2040,6701,ElectrolysisS,Nice,0.0
293,2040,6701,ElectrolysisS,Alpin,0.0
294,2040,6701,CCS2,Marseille,0.0
295,2040,6701,CCS2,Nice,0.0
296,2040,6701,CCS2,Alpin,0.0
297,2040,6701,SMR + CCS1,Marseille,0.0
298,2040,6701,SMR + CCS1,Nice,0.0
299,2040,6701,SMR + CCS1,Alpin,0.0
300,2040,6701,ElectrolysisL,Marseille,900.0
301,2040,6701,ElectrolysisL,Nice,260.96883065316655
302,2040,6701,ElectrolysisL,Alpin,100.0
303,2040,6701,SMR + CCS2,Marseille,0.0
304,2040,6701,SMR + CCS2,Nice,0.0
305,2040,6701,SMR + CCS2,Alpin,0.0
306,2040,6701,Ground PV,Marseille,0.0
307,2040,6701,Ground PV,Nice,0.0
308,2040,6701,Ground PV,Alpin,0.0
309,2040,6701,ElectrolysisM,Marseille,14.214963119072763
310,2040,6701,ElectrolysisM,Nice,0.0
311,2040,6701,ElectrolysisM,Alpin,32.360379346680716
312,2040,6701,Offshore wind - floating,Marseille,0.0
313,2040,6701,Offshore wind - floating,Nice,0.0
314,2040,6701,Offshore wind - floating,Alpin,0.0
315,2040,6701,SMR,Marseille,0.0
316,2040,6701,SMR,Nice,0.0
317,2040,6701,SMR,Alpin,0.0
318,2040,6701,CCS1,Marseille,0.0
319,2040,6701,CCS1,Nice,0.0
320,2040,6701,CCS1,Alpin,0.0
321,2040,6701,Onshore wind,Marseille,16.720892369999998
322,2040,6701,Onshore wind,Nice,4.81142487
323,2040,6701,Onshore wind,Alpin,2.47716924
324,2040,2101,Existing SMR,Marseille,0.0
325,2040,2101,Existing SMR,Nice,0.0
326,2040,2101,Existing SMR,Alpin,0.0
327,2040,2101,ElectrolysisS,Marseille,0.0
328,2040,2101,ElectrolysisS,Nice,0.0
329,2040,2101,ElectrolysisS,Alpin,0.0
330,2040,2101,CCS2,Marseille,0.0
331,2040,2101,CCS2,Nice,0.0
332,2040,2101,CCS2,Alpin,0.0
333,2040,2101,SMR + CCS1,Marseille,0.0
334,2040,2101,SMR + CCS1,Nice,0.0
335,2040,2101,SMR + CCS1,Alpin,0.0
336,2040,2101,ElectrolysisL,Marseille,900.0
337,2040,2101,ElectrolysisL,Nice,260.96883065316655
338,2040,2101,ElectrolysisL,Alpin,100.0
339,2040,2101,SMR + CCS2,Marseille,0.0
340,2040,2101,SMR + CCS2,Nice,0.0
341,2040,2101,SMR + CCS2,Alpin,0.0
342,2040,2101,Ground PV,Marseille,334.90533318399997
343,2040,2101,Ground PV,Nice,0.0
344,2040,2101,Ground PV,Alpin,47.600758016
345,2040,2101,ElectrolysisM,Marseille,14.214963119072763
346,2040,2101,ElectrolysisM,Nice,0.0
347,2040,2101,ElectrolysisM,Alpin,32.360379346680716
348,2040,2101,Offshore wind - floating,Marseille,0.0
349,2040,2101,Offshore wind - floating,Nice,0.0
350,2040,2101,Offshore wind - floating,Alpin,0.0
351,2040,2101,SMR,Marseille,0.0
352,2040,2101,SMR,Nice,1.857643359395083e-14
353,2040,2101,SMR,Alpin,0.0
354,2040,2101,CCS1,Marseille,0.0
355,2040,2101,CCS1,Nice,0.0
356,2040,2101,CCS1,Alpin,0.0
357,2040,2101,Onshore wind,Marseille,5.497279164000001
358,2040,2101,Onshore wind,Nice,1.581838164
359,2040,2101,Onshore wind,Alpin,0.8144117280000001
360,2040,6201,Existing SMR,Marseille,0.0
361,2040,6201,Existing SMR,Nice,0.0
362,2040,6201,Existing SMR,Alpin,0.0
363,2040,6201,ElectrolysisS,Marseille,0.0
364,2040,6201,ElectrolysisS,Nice,0.0
365,2040,6201,ElectrolysisS,Alpin,0.0
366,2040,6201,CCS2,Marseille,0.0
367,2040,6201,CCS2,Nice,0.0
368,2040,6201,CCS2,Alpin,0.0
369,2040,6201,SMR + CCS1,Marseille,0.0
370,2040,6201,SMR + CCS1,Nice,0.0
371,2040,6201,SMR + CCS1,Alpin,0.0
372,2040,6201,ElectrolysisL,Marseille,900.0
373,2040,6201,ElectrolysisL,Nice,260.96883065316655
374,2040,6201,ElectrolysisL,Alpin,100.0
375,2040,6201,SMR + CCS2,Marseille,0.0
376,2040,6201,SMR + CCS2,Nice,0.0
377,2040,6201,SMR + CCS2,Alpin,0.0
378,2040,6201,Ground PV,Marseille,229.85245914400002
379,2040,6201,Ground PV,Nice,0.0
380,2040,6201,Ground PV,Alpin,32.669385056
381,2040,6201,ElectrolysisM,Marseille,14.214963119072763
382,2040,6201,ElectrolysisM,Nice,0.0
383,2040,6201,ElectrolysisM,Alpin,32.360379346680716
384,2040,6201,Offshore wind - floating,Marseille,0.0
385,2040,6201,Offshore wind - floating,Nice,0.0
386,2040,6201,Offshore wind - floating,Alpin,0.0
387,2040,6201,SMR,Marseille,0.0
388,2040,6201,SMR,Nice,0.0
389,2040,6201,SMR,Alpin,0.0
390,2040,6201,CCS1,Marseille,0.0
391,2040,6201,CCS1,Nice,0.0
392,2040,6201,CCS1,Alpin,0.0
393,2040,6201,Onshore wind,Marseille,549.4665618
394,2040,6201,Onshore wind,Nice,158.1086118
395,2040,6201,Onshore wind,Alpin,81.4024536
396,2040,1601,Existing SMR,Marseille,0.0
397,2040,1601,Existing SMR,Nice,0.0
398,2040,1601,Existing SMR,Alpin,0.0
399,2040,1601,ElectrolysisS,Marseille,0.0
400,2040,1601,ElectrolysisS,Nice,0.0
401,2040,1601,ElectrolysisS,Alpin,0.0
402,2040,1601,CCS2,Marseille,0.0
403,2040,1601,CCS2,Nice,0.0
404,2040,1601,CCS2,Alpin,0.0
405,2040,1601,SMR + CCS1,Marseille,0.0
406,2040,1601,SMR + CCS1,Nice,0.0
407,2040,1601,SMR + CCS1,Alpin,0.0
408,2040,1601,ElectrolysisL,Marseille,900.0
409,2040,1601,ElectrolysisL,Nice,260.96883065316655
410,2040,1601,ElectrolysisL,Alpin,100.0
411,2040,1601,SMR + CCS2,Marseille,0.0
412,2040,1601,SMR + CCS2,Nice,0.0
413,2040,1601,SMR + CCS2,Alpin,0.0
414,2040,1601,Ground PV,Marseille,314.21458945200004
415,2040,1601,Ground PV,Nice,0.0
416,2040,1601,Ground PV,Alpin,44.659941648
417,2040,1601,ElectrolysisM,Marseille,14.214963119072763
418,2040,1601,ElectrolysisM,Nice,0.0
419,2040,1601,ElectrolysisM,Alpin,32.360379346680716
420,2040,1601,Offshore wind - floating,Marseille,0.0
421,2040,1601,Offshore wind - floating,Nice,0.0
422,2040,1601,Offshore wind - floating,Alpin,0.0
423,2040,1601,SMR,Marseille,0.0
424,2040,1601,SMR,Nice,0.0
425,2040,1601,SMR,Alpin,0.0
426,2040,1601,CCS1,Marseille,0.0
427,2040,1601,CCS1,Nice,0.0
428,2040,1601,CCS1,Alpin,0.0
429,2040,1601,Onshore wind,Marseille,549.4665618
430,2040,1601,Onshore wind,Nice,158.1086118
431,2040,1601,Onshore wind,Alpin,81.4024536
432,2040,5701,Existing SMR,Marseille,0.0
433,2040,5701,Existing SMR,Nice,0.0
434,2040,5701,Existing SMR,Alpin,0.0
435,2040,5701,ElectrolysisS,Marseille,0.0
436,2040,5701,ElectrolysisS,Nice,0.0
437,2040,5701,ElectrolysisS,Alpin,0.0
438,2040,5701,CCS2,Marseille,0.0
439,2040,5701,CCS2,Nice,0.0
440,2040,5701,CCS2,Alpin,0.0
441,2040,5701,SMR + CCS1,Marseille,0.0
442,2040,5701,SMR + CCS1,Nice,0.0
443,2040,5701,SMR + CCS1,Alpin,0.0
444,2040,5701,ElectrolysisL,Marseille,900.0
445,2040,5701,ElectrolysisL,Nice,260.96883065316655
446,2040,5701,ElectrolysisL,Alpin,100.0
447,2040,5701,SMR + CCS2,Marseille,0.0
448,2040,5701,SMR + CCS2,Nice,0.0
449,2040,5701,SMR + CCS2,Alpin,0.0
450,2040,5701,Ground PV,Marseille,542.4616318190727
451,2040,5701,Ground PV,Nice,0.0
452,2040,5701,Ground PV,Alpin,77.105260624
453,2040,5701,ElectrolysisM,Marseille,14.214963119072763
454,2040,5701,ElectrolysisM,Nice,0.0
455,2040,5701,ElectrolysisM,Alpin,32.360379346680716
456,2040,5701,Offshore wind - floating,Marseille,0.0
457,2040,5701,Offshore wind - floating,Nice,0.0
458,2040,5701,Offshore wind - floating,Alpin,0.0
459,2040,5701,SMR,Marseille,0.0
460,2040,5701,SMR,Nice,0.0
461,2040,5701,SMR,Alpin,0.0
462,2040,5701,CCS1,Marseille,0.0
463,2040,5701,CCS1,Nice,0.0
464,2040,5701,CCS1,Alpin,0.0
465,2040,5701,Onshore wind,Marseille,371.7533313
466,2040,5701,Onshore wind,Nice,106.9717563
467,2040,5701,Onshore wind,Alpin,55.074567599999995
468,2040,1101,Existing SMR,Marseille,0.0
469,2040,1101,Existing SMR,Nice,0.0
470,2040,1101,Existing SMR,Alpin,0.0
471,2040,1101,ElectrolysisS,Marseille,0.0
472,2040,1101,ElectrolysisS,Nice,0.0
473,2040,1101,ElectrolysisS,Alpin,0.0
474,2040,1101,CCS2,Marseille,0.0
475,2040,1101,CCS2,Nice,0.0
476,2040,1101,CCS2,Alpin,0.0
477,2040,1101,SMR + CCS1,Marseille,0.0
478,2040,1101,SMR + CCS1,Nice,0.0
479,2040,1101,SMR + CCS1,Alpin,0.0
480,2040,1101,ElectrolysisL,Marseille,900.0
481,2040,1101,ElectrolysisL,Nice,260.96883065316655
482,2040,1101,ElectrolysisL,Alpin,100.0
483,2040,1101,SMR + CCS2,Marseille,0.0
484,2040,1101,SMR + CCS2,Nice,0.0
485,2040,1101,SMR + CCS2,Alpin,0.0
486,2040,1101,Ground PV,Marseille,0.0
487,2040,1101,Ground PV,Nice,0.0
488,2040,1101,Ground PV,Alpin,0.0
489,2040,1101,ElectrolysisM,Marseille,14.214963119072763
490,2040,1101,ElectrolysisM,Nice,0.0
491,2040,1101,ElectrolysisM,Alpin,32.360379346680716
492,2040,1101,Offshore wind - floating,Marseille,0.0
493,2040,1101,Offshore wind - floating,Nice,0.0
494,2040,1101,Offshore wind - floating,Alpin,0.0
495,2040,1101,SMR,Marseille,0.0
496,2040,1101,SMR,Nice,0.0
497,2040,1101,SMR,Alpin,0.0
498,2040,1101,CCS1,Marseille,0.0
499,2040,1101,CCS1,Nice,0.0
500,2040,1101,CCS1,Alpin,0.0
501,2040,1101,Onshore wind,Marseille,901.1135952000001
502,2040,1101,Onshore wind,Nice,259.2947952
503,2040,1101,Onshore wind,Alpin,132.3603793466807
504,2040,5201,Existing SMR,Marseille,0.0
505,2040,5201,Existing SMR,Nice,0.0
506,2040,5201,Existing SMR,Alpin,0.0
507,2040,5201,ElectrolysisS,Marseille,0.0
508,2040,5201,ElectrolysisS,Nice,0.0
509,2040,5201,ElectrolysisS,Alpin,0.0
510,2040,5201,CCS2,Marseille,0.0
511,2040,5201,CCS2,Nice,0.0
512,2040,5201,CCS2,Alpin,0.0
513,2040,5201,SMR + CCS1,Marseille,0.0
514,2040,5201,SMR + CCS1,Nice,0.0
515,2040,5201,SMR + CCS1,Alpin,0.0
516,2040,5201,ElectrolysisL,Marseille,900.0
517,2040,5201,ElectrolysisL,Nice,260.96883065316655
518,2040,5201,ElectrolysisL,Alpin,100.0
519,2040,5201,SMR + CCS2,Marseille,0.0
520,2040,5201,SMR + CCS2,Nice,0.0
521,2040,5201,SMR + CCS2,Alpin,0.0
522,2040,5201,Ground PV,Marseille,283.702313796
523,2040,5201,Ground PV,Nice,0.0
524,2040,5201,Ground PV,Alpin,40.323171504
525,2040,5201,ElectrolysisM,Marseille,14.214963119072763
526,2040,5201,ElectrolysisM,Nice,0.0
527,2040,5201,ElectrolysisM,Alpin,32.360379346680716
528,2040,5201,Offshore wind - floating,Marseille,0.0
529,2040,5201,Offshore wind - floating,Nice,0.0
530,2040,5201,Offshore wind - floating,Alpin,0.0
531,2040,5201,SMR,Marseille,0.0
532,2040,5201,SMR,Nice,0.0
533,2040,5201,SMR,Alpin,0.0
534,2040,5201,CCS1,Marseille,0.0
535,2040,5201,CCS1,Nice,0.0
536,2040,5201,CCS1,Alpin,0.0
537,2040,5201,Onshore wind,Marseille,128.68639290000002
538,2040,5201,Onshore wind,Nice,37.0294179
539,2040,5201,Onshore wind,Alpin,19.0646508
540,2040,601,Existing SMR,Marseille,0.0
541,2040,601,Existing SMR,Nice,0.0
542,2040,601,Existing SMR,Alpin,0.0
543,2040,601,ElectrolysisS,Marseille,0.0
544,2040,601,ElectrolysisS,Nice,0.0
545,2040,601,ElectrolysisS,Alpin,0.0
546,2040,601,CCS2,Marseille,0.0
547,2040,601,CCS2,Nice,0.0
548,2040,601,CCS2,Alpin,0.0
549,2040,601,SMR + CCS1,Marseille,0.0
550,2040,601,SMR + CCS1,Nice,0.0
551,2040,601,SMR + CCS1,Alpin,0.0
552,2040,601,ElectrolysisL,Marseille,900.0
553,2040,601,ElectrolysisL,Nice,260.96883065316655
554,2040,601,ElectrolysisL,Alpin,100.0
555,2040,601,SMR + CCS2,Marseille,0.0
556,2040,601,SMR + CCS2,Nice,0.0
557,2040,601,SMR + CCS2,Alpin,0.0
558,2040,601,Ground PV,Marseille,0.0
559,2040,601,Ground PV,Nice,0.0
560,2040,601,Ground PV,Alpin,0.0
561,2040,601,ElectrolysisM,Marseille,14.214963119072763
562,2040,601,ElectrolysisM,Nice,0.0
563,2040,601,ElectrolysisM,Alpin,32.360379346680716
564,2040,601,Offshore wind - floating,Marseille,0.0
