,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,AREA,transInvest_Dvar
479,2020,ElectrolysisM,Ground PV,Alpin,0.0
480,2020,ElectrolysisM,SMR,Marseille,0.0
481,2020,ElectrolysisM,SMR,Nice,0.0
482,2020,ElectrolysisM,SMR,Alpin,0.0
483,2020,ElectrolysisM,SMR + CCS1,Marseille,0.0
484,2020,ElectrolysisM,SMR + CCS1,Nice,0.0
485,2020,ElectrolysisM,SMR + CCS1,Alpin,0.0
486,2020,ElectrolysisM,CCS1,Marseille,0.0
487,2020,ElectrolysisM,CCS1,Nice,0.0
488,2020,ElectrolysisM,CCS1,Alpin,0.0
489,2020,ElectrolysisM,ElectrolysisS,Marseille,0.0
490,2020,ElectrolysisM,ElectrolysisS,Nice,0.0
491,2020,ElectrolysisM,ElectrolysisS,Alpin,0.0
492,2020,ElectrolysisM,Existing SMR,Marseille,0.0
493,2020,ElectrolysisM,Existing SMR,Nice,0.0
494,2020,ElectrolysisM,Existing SMR,Alpin,0.0
495,2020,ElectrolysisM,ElectrolysisL,Marseille,0.0
496,2020,ElectrolysisM,ElectrolysisL,Nice,0.0
497,2020,ElectrolysisM,ElectrolysisL,Alpin,0.0
498,2020,ElectrolysisM,SMR + CCS2,Marseille,0.0
499,2020,ElectrolysisM,SMR + CCS2,Nice,0.0
500,2020,ElectrolysisM,SMR + CCS2,Alpin,0.0
501,2020,ElectrolysisM,Onshore wind,Marseille,0.0
502,2020,ElectrolysisM,Onshore wind,Nice,0.0
503,2020,ElectrolysisM,Onshore wind,Alpin,0.0
504,2020,CCS2,Offshore wind - floating,Marseille,0.0
505,2020,CCS2,Offshore wind - floating,Nice,0.0
506,2020,CCS2,Offshore wind - floating,Alpin,0.0
507,2020,CCS2,ElectrolysisM,Marseille,0.0
508,2020,CCS2,ElectrolysisM,Nice,0.0
509,2020,CCS2,ElectrolysisM,Alpin,0.0
510,2020,CCS2,CCS2,Marseille,0.0
511,2020,CCS2,CCS2,Nice,0.0
512,2020,CCS2,CCS2,Alpin,0.0
513,2020,CCS2,Ground PV,Marseille,0.0
514,2020,CCS2,Ground PV,Nice,0.0
515,2020,CCS2,Ground PV,Alpin,0.0
516,2020,CCS2,SMR,Marseille,0.0
517,2020,CCS2,SMR,Nice,0.0
518,2020,CCS2,SMR,Alpin,0.0
519,2020,CCS2,SMR + CCS1,Marseille,0.0
520,2020,CCS2,SMR + CCS1,Nice,0.0
521,2020,CCS2,SMR + CCS1,Alpin,0.0
522,2020,CCS2,CCS1,Marseille,0.0
523,2020,CCS2,CCS1,Nice,0.0
524,2020,CCS2,CCS1,Alpin,0.0
525,2020,CCS2,ElectrolysisS,Marseille,0.0
526,2020,CCS2,ElectrolysisS,Nice,0.0
527,2020,CCS2,ElectrolysisS,Alpin,0.0
528,2020,CCS2,Existing SMR,Marseille,0.0
529,2020,CCS2,Existing SMR,Nice,0.0
530,2020,CCS2,Existing SMR,Alpin,0.0
531,2020,CCS2,ElectrolysisL,Marseille,0.0
532,2020,CCS2,ElectrolysisL,Nice,0.0
533,2020,CCS2,ElectrolysisL,Alpin,0.0
534,2020,CCS2,SMR + CCS2,Marseille,0.0
535,2020,CCS2,SMR + CCS2,Nice,0.0
536,2020,CCS2,SMR + CCS2,Alpin,0.0
537,2020,CCS2,Onshore wind,Marseille,0.0
538,2020,CCS2,Onshore wind,Nice,0.0
539,2020,CCS2,Onshore wind,Alpin,0.0
540,2020,Ground PV,Offshore wind - floating,Marseille,0.0
541,2020,Ground PV,Offshore wind - floating,Nice,0.0
542,2020,Ground PV,Offshore wind - floating,Alpin,0.0
543,2020,Ground PV,ElectrolysisM,Marseille,0.0
544,2020,Ground PV,ElectrolysisM,Nice,0.0
545,2020,Ground PV,ElectrolysisM,Alpin,0.0
546,2020,Ground PV,CCS2,Marseille,0.0
547,2020,Ground PV,CCS2,Nice,0.0
548,2020,Ground PV,CCS2,Alpin,0.0
549,2020,Ground PV,Ground PV,Marseille,0.0
550,2020,Ground PV,Ground PV,Nice,0.0
551,2020,Ground PV,Ground PV,Alpin,0.0
552,2020,Ground PV,SMR,Marseille,0.0
553,2020,Ground PV,SMR,Nice,0.0
554,2020,Ground PV,SMR,Alpin,0.0
555,2020,Ground PV,SMR + CCS1,Marseille,0.0
556,2020,Ground PV,SMR + CCS1,Nice,0.0
557,2020,Ground PV,SMR + CCS1,Alpin,0.0
558,2020,Ground PV,CCS1,Marseille,0.0
559,2020,Ground PV,CCS1,Nice,0.0
560,2020,Ground PV,CCS1,Alpin,0.0
561,2020,Ground PV,ElectrolysisS,Marseille,0.0
562,2020,Ground PV,ElectrolysisS,Nice,0.0
563,2020,Ground PV,ElectrolysisS,Alpin,0.0
564,2020,Ground PV,Existing SMR,Marseille,0.0
565,2020,Ground PV,Existing SMR,Nice,0.0
566,2020,Ground PV,Existing SMR,Alpin,0.0
567,2020,Ground PV,ElectrolysisL,Marseille,0.0
568,2020,Ground PV,ElectrolysisL,Nice,0.0
569,2020,Ground PV,ElectrolysisL,Alpin,0.0
570,2020,Ground PV,SMR + CCS2,Marseille,0.0
571,2020,Ground PV,SMR + CCS2,Nice,0.0
572,2020,Ground PV,SMR + CCS2,Alpin,0.0
573,2020,Ground PV,Onshore wind,Marseille,0.0
574,2020,Ground PV,Onshore wind,Nice,0.0
575,2020,Ground PV,Onshore wind,Alpin,0.0
576,2020,SMR,Offshore wind - floating,Marseille,0.0
577,2020,SMR,Offshore wind - floating,Nice,0.0
578,2020,SMR,Offshore wind - floating,Alpin,0.0
579,2020,SMR,ElectrolysisM,Marseille,0.0
580,2020,SMR,ElectrolysisM,Nice,0.0
581,2020,SMR,ElectrolysisM,Alpin,0.0
582,2020,SMR,CCS2,Marseille,0.0
583,2020,SMR,CCS2,Nice,0.0
584,2020,SMR,CCS2,Alpin,0.0
585,2020,SMR,Ground PV,Marseille,0.0
586,2020,SMR,Ground PV,Nice,0.0
587,2020,SMR,Ground PV,Alpin,0.0
588,2020,SMR,SMR,Marseille,0.0
589,2020,SMR,SMR,Nice,0.0
590,2020,SMR,SMR,Alpin,0.0
591,2020,SMR,SMR + CCS1,Marseille,0.0
592,2020,SMR,SMR + CCS1,Nice,0.0
593,2020,SMR,SMR + CCS1,Alpin,0.0
594,2020,SMR,CCS1,Marseille,0.0
595,2020,SMR,CCS1,Nice,0.0
596,2020,SMR,CCS1,Alpin,0.0
597,2020,SMR,ElectrolysisS,Marseille,0.0
598,2020,SMR,ElectrolysisS,Nice,0.0
599,2020,SMR,ElectrolysisS,Alpin,0.0
600,2020,SMR,Existing SMR,Marseille,0.0
601,2020,SMR,Existing SMR,Nice,0.0
602,2020,SMR,Existing SMR,Alpin,0.0
603,2020,SMR,ElectrolysisL,Marseille,0.0
604,2020,SMR,ElectrolysisL,Nice,0.0
605,2020,SMR,ElectrolysisL,Alpin,0.0
606,2020,SMR,SMR + CCS2,Marseille,0.0
607,2020,SMR,SMR + CCS2,Nice,0.0
608,2020,SMR,SMR + CCS2,Alpin,0.0
609,2020,SMR,Onshore wind,Marseille,0.0
610,2020,SMR,Onshore wind,Nice,0.0
611,2020,SMR,Onshore wind,Alpin,0.0
612,2020,SMR + CCS1,Offshore wind - floating,Marseille,0.0
613,2020,SMR + CCS1,Offshore wind - floating,Nice,0.0
614,2020,SMR + CCS1,Offshore wind - floating,Alpin,0.0
615,2020,SMR + CCS1,ElectrolysisM,Marseille,0.0
616,2020,SMR + CCS1,ElectrolysisM,Nice,0.0
617,2020,SMR + CCS1,ElectrolysisM,Alpin,0.0
618,2020,SMR + CCS1,CCS2,Marseille,0.0
619,2020,SMR + CCS1,CCS2,Nice,0.0
620,2020,SMR + CCS1,CCS2,Alpin,0.0
621,2020,SMR + CCS1,Ground PV,Marseille,0.0
622,2020,SMR + CCS1,Ground PV,Nice,0.0
623,2020,SMR + CCS1,Ground PV,Alpin,0.0
624,2020,SMR + CCS1,SMR,Marseille,0.0
625,2020,SMR + CCS1,SMR,Nice,0.0
626,2020,SMR + CCS1,SMR,Alpin,0.0
627,2020,SMR + CCS1,SMR + CCS1,Marseille,0.0
628,2020,SMR + CCS1,SMR + CCS1,Nice,0.0
629,2020,SMR + CCS1,SMR + CCS1,Alpin,0.0
630,2020,SMR + CCS1,CCS1,Marseille,0.0
631,2020,SMR + CCS1,CCS1,Nice,0.0
632,2020,SMR + CCS1,CCS1,Alpin,0.0
633,2020,SMR + CCS1,ElectrolysisS,Marseille,0.0
634,2020,SMR + CCS1,ElectrolysisS,Nice,0.0
635,2020,SMR + CCS1,ElectrolysisS,Alpin,0.0
636,2020,SMR + CCS1,Existing SMR,Marseille,0.0
637,2020,SMR + CCS1,Existing SMR,Nice,0.0
638,2020,SMR + CCS1,Existing SMR,Alpin,0.0
639,2020,SMR + CCS1,ElectrolysisL,Marseille,0.0
640,2020,SMR + CCS1,ElectrolysisL,Nice,0.0
641,2020,SMR + CCS1,ElectrolysisL,Alpin,0.0
642,2020,SMR + CCS1,SMR + CCS2,Marseille,0.0
643,2020,SMR + CCS1,SMR + CCS2,Nice,0.0
644,2020,SMR + CCS1,SMR + CCS2,Alpin,0.0
645,2020,SMR + CCS1,Onshore wind,Marseille,0.0
646,2020,SMR + CCS1,Onshore wind,Nice,0.0
647,2020,SMR + CCS1,Onshore wind,Alpin,0.0
648,2020,CCS1,Offshore wind - floating,Marseille,0.0
649,2020,CCS1,Offshore wind - floating,Nice,0.0
650,2020,CCS1,Offshore wind - floating,Alpin,0.0
651,2020,CCS1,ElectrolysisM,Marseille,0.0
652,2020,CCS1,ElectrolysisM,Nice,0.0
653,2020,CCS1,ElectrolysisM,Alpin,0.0
654,2020,CCS1,CCS2,Marseille,0.0
655,2020,CCS1,CCS2,Nice,0.0
656,2020,CCS1,CCS2,Alpin,0.0
657,2020,CCS1,Ground PV,Marseille,0.0
658,2020,CCS1,Ground PV,Nice,0.0
659,2020,CCS1,Ground PV,Alpin,0.0
660,2020,CCS1,SMR,Marseille,0.0
661,2020,CCS1,SMR,Nice,0.0
662,2020,CCS1,SMR,Alpin,0.0
663,2020,CCS1,SMR + CCS1,Marseille,0.0
664,2020,CCS1,SMR + CCS1,Nice,0.0
665,2020,CCS1,SMR + CCS1,Alpin,0.0
666,2020,CCS1,CCS1,Marseille,0.0
667,2020,CCS1,CCS1,Nice,0.0
668,2020,CCS1,CCS1,Alpin,0.0
669,2020,CCS1,ElectrolysisS,Marseille,0.0
670,2020,CCS1,ElectrolysisS,Nice,0.0
671,2020,CCS1,ElectrolysisS,Alpin,0.0
672,2020,CCS1,Existing SMR,Marseille,0.0
673,2020,CCS1,Existing SMR,Nice,0.0
674,2020,CCS1,Existing SMR,Alpin,0.0
675,2020,CCS1,ElectrolysisL,Marseille,0.0
676,2020,CCS1,ElectrolysisL,Nice,0.0
677,2020,CCS1,ElectrolysisL,Alpin,0.0
678,2020,CCS1,SMR + CCS2,Marseille,0.0
679,2020,CCS1,SMR + CCS2,Nice,0.0
680,2020,CCS1,SMR + CCS2,Alpin,0.0
681,2020,CCS1,Onshore wind,Marseille,0.0
682,2020,CCS1,Onshore wind,Nice,0.0
683,2020,CCS1,Onshore wind,Alpin,0.0
684,2020,ElectrolysisS,Offshore wind - floating,Marseille,0.0
685,2020,ElectrolysisS,Offshore wind - floating,Nice,0.0
686,2020,ElectrolysisS,Offshore wind - floating,Alpin,0.0
687,2020,ElectrolysisS,ElectrolysisM,Marseille,0.0
688,2020,ElectrolysisS,ElectrolysisM,Nice,0.0
689,2020,ElectrolysisS,ElectrolysisM,Alpin,0.0
690,2020,ElectrolysisS,CCS2,Marseille,0.0
691,2020,ElectrolysisS,CCS2,Nice,0.0
692,2020,ElectrolysisS,CCS2,Alpin,0.0
693,2020,ElectrolysisS,Ground PV,Marseille,0.0
694,2020,ElectrolysisS,Ground PV,Nice,0.0
695,2020,ElectrolysisS,Ground PV,Alpin,0.0
696,2020,ElectrolysisS,SMR,Marseille,0.0
697,2020,ElectrolysisS,SMR,Nice,0.0
698,2020,ElectrolysisS,SMR,Alpin,0.0
699,2020,ElectrolysisS,SMR + CCS1,Marseille,0.0
700,2020,ElectrolysisS,SMR + CCS1,Nice,0.0
701,2020,ElectrolysisS,SMR + CCS1,Alpin,0.0
702,2020,ElectrolysisS,CCS1,Marseille,0.0
703,2020,ElectrolysisS,CCS1,Nice,0.0
704,2020,ElectrolysisS,CCS1,Alpin,0.0
705,2020,ElectrolysisS,ElectrolysisS,Marseille,0.0
706,2020,ElectrolysisS,ElectrolysisS,Nice,0.0
707,2020,ElectrolysisS,ElectrolysisS,Alpin,0.0
708,2020,ElectrolysisS,Existing SMR,Marseille,0.0
709,2020,ElectrolysisS,Existing SMR,Nice,0.0
710,2020,ElectrolysisS,Existing SMR,Alpin,0.0
711,2020,ElectrolysisS,ElectrolysisL,Marseille,0.0
712,2020,ElectrolysisS,ElectrolysisL,Nice,0.0
713,2020,ElectrolysisS,ElectrolysisL,Alpin,0.0
714,2020,ElectrolysisS,SMR + CCS2,Marseille,0.0
715,2020,ElectrolysisS,SMR + CCS2,Nice,0.0
716,2020,ElectrolysisS,SMR + CCS2,Alpin,0.0
717,2020,ElectrolysisS,Onshore wind,Marseille,0.0
718,2020,ElectrolysisS,Onshore wind,Nice,0.0
719,2020,ElectrolysisS,Onshore wind,Alpin,0.0
720,2020,Existing SMR,Offshore wind - floating,Marseille,0.0
721,2020,Existing SMR,Offshore wind - floating,Nice,0.0
722,2020,Existing SMR,Offshore wind - floating,Alpin,0.0
723,2020,Existing SMR,ElectrolysisM,Marseille,0.0
724,2020,Existing SMR,ElectrolysisM,Nice,0.0
725,2020,Existing SMR,ElectrolysisM,Alpin,0.0
726,2020,Existing SMR,CCS2,Marseille,0.0
727,2020,Existing SMR,CCS2,Nice,0.0
728,2020,Existing SMR,CCS2,Alpin,0.0
729,2020,Existing SMR,Ground PV,Marseille,0.0
730,2020,Existing SMR,Ground PV,Nice,0.0
731,2020,Existing SMR,Ground PV,Alpin,0.0
732,2020,Existing SMR,SMR,Marseille,0.0
733,2020,Existing SMR,SMR,Nice,0.0
734,2020,Existing SMR,SMR,Alpin,0.0
735,2020,Existing SMR,SMR + CCS1,Marseille,0.0
736,2020,Existing SMR,SMR + CCS1,Nice,0.0
737,2020,Existing SMR,SMR + CCS1,Alpin,0.0
738,2020,Existing SMR,CCS1,Marseille,0.0
739,2020,Existing SMR,CCS1,Nice,0.0
740,2020,Existing SMR,CCS1,Alpin,0.0
741,2020,Existing SMR,ElectrolysisS,Marseille,0.0
742,2020,Existing SMR,ElectrolysisS,Nice,0.0
743,2020,Existing SMR,ElectrolysisS,Alpin,0.0
744,2020,Existing SMR,Existing SMR,Marseille,0.0
745,2020,Existing SMR,Existing SMR,Nice,0.0
746,2020,Existing SMR,Existing SMR,Alpin,0.0
747,2020,Existing SMR,ElectrolysisL,Marseille,0.0
748,2020,Existing SMR,ElectrolysisL,Nice,0.0
749,2020,Existing SMR,ElectrolysisL,Alpin,0.0
750,2020,Existing SMR,SMR + CCS2,Marseille,0.0
751,2020,Existing SMR,SMR + CCS2,Nice,0.0
752,2020,Existing SMR,SMR + CCS2,Alpin,0.0
753,2020,Existing SMR,Onshore wind,Marseille,0.0
754,2020,Existing SMR,Onshore wind,Nice,0.0
755,2020,Existing SMR,Onshore wind,Alpin,0.0
756,2020,ElectrolysisL,Offshore wind - floating,Marseille,0.0
757,2020,ElectrolysisL,Offshore wind - floating,Nice,0.0
758,2020,ElectrolysisL,Offshore wind - floating,Alpin,0.0
759,2020,ElectrolysisL,ElectrolysisM,Marseille,0.0
760,2020,ElectrolysisL,ElectrolysisM,Nice,0.0
761,2020,ElectrolysisL,ElectrolysisM,Alpin,0.0
762,2020,ElectrolysisL,CCS2,Marseille,0.0
763,2020,ElectrolysisL,CCS2,Nice,0.0
764,2020,ElectrolysisL,CCS2,Alpin,0.0
765,2020,ElectrolysisL,Ground PV,Marseille,0.0
766,2020,ElectrolysisL,Ground PV,Nice,0.0
767,2020,ElectrolysisL,Ground PV,Alpin,0.0
768,2020,ElectrolysisL,SMR,Marseille,0.0
769,2020,ElectrolysisL,SMR,Nice,0.0
770,2020,ElectrolysisL,SMR,Alpin,0.0
771,2020,ElectrolysisL,SMR + CCS1,Marseille,0.0
772,2020,ElectrolysisL,SMR + CCS1,Nice,0.0
773,2020,ElectrolysisL,SMR + CCS1,Alpin,0.0
774,2020,ElectrolysisL,CCS1,Marseille,0.0
775,2020,ElectrolysisL,CCS1,Nice,0.0
776,2020,ElectrolysisL,CCS1,Alpin,0.0
777,2020,ElectrolysisL,ElectrolysisS,Marseille,0.0
778,2020,ElectrolysisL,ElectrolysisS,Nice,0.0
779,2020,ElectrolysisL,ElectrolysisS,Alpin,0.0
780,2020,ElectrolysisL,Existing SMR,Marseille,0.0
781,2020,ElectrolysisL,Existing SMR,Nice,0.0
782,2020,ElectrolysisL,Existing SMR,Alpin,0.0
783,2020,ElectrolysisL,ElectrolysisL,Marseille,0.0
784,2020,ElectrolysisL,ElectrolysisL,Nice,0.0
785,2020,ElectrolysisL,ElectrolysisL,Alpin,0.0
786,2020,ElectrolysisL,SMR + CCS2,Marseille,0.0
787,2020,ElectrolysisL,SMR + CCS2,Nice,0.0
788,2020,ElectrolysisL,SMR + CCS2,Alpin,0.0
789,2020,ElectrolysisL,Onshore wind,Marseille,0.0
790,2020,ElectrolysisL,Onshore wind,Nice,0.0
791,2020,ElectrolysisL,Onshore wind,Alpin,0.0
792,2020,SMR + CCS2,Offshore wind - floating,Marseille,0.0
793,2020,SMR + CCS2,Offshore wind - floating,Nice,0.0
794,2020,SMR + CCS2,Offshore wind - floating,Alpin,0.0
795,2020,SMR + CCS2,ElectrolysisM,Marseille,0.0
796,2020,SMR + CCS2,ElectrolysisM,Nice,0.0
797,2020,SMR + CCS2,ElectrolysisM,Alpin,0.0
798,2020,SMR + CCS2,CCS2,Marseille,0.0
799,2020,SMR + CCS2,CCS2,Nice,0.0
800,2020,SMR + CCS2,CCS2,Alpin,0.0
801,2020,SMR + CCS2,Ground PV,Marseille,0.0
802,2020,SMR + CCS2,Ground PV,Nice,0.0
803,2020,SMR + CCS2,Ground PV,Alpin,0.0
804,2020,SMR + CCS2,SMR,Marseille,0.0
805,2020,SMR + CCS2,SMR,Nice,0.0
806,2020,SMR + CCS2,SMR,Alpin,0.0
807,2020,SMR + CCS2,SMR + CCS1,Marseille,0.0
808,2020,SMR + CCS2,SMR + CCS1,Nice,0.0
809,2020,SMR + CCS2,SMR + CCS1,Alpin,0.0
810,2020,SMR + CCS2,CCS1,Marseille,0.0
811,2020,SMR + CCS2,CCS1,Nice,0.0
812,2020,SMR + CCS2,CCS1,Alpin,0.0
813,2020,SMR + CCS2,ElectrolysisS,Marseille,0.0
814,2020,SMR + CCS2,ElectrolysisS,Nice,0.0
815,2020,SMR + CCS2,ElectrolysisS,Alpin,0.0
816,2020,SMR + CCS2,Existing SMR,Marseille,0.0
817,2020,SMR + CCS2,Existing SMR,Nice,0.0
818,2020,SMR + CCS2,Existing SMR,Alpin,0.0
819,2020,SMR + CCS2,ElectrolysisL,Marseille,0.0
820,2020,SMR + CCS2,ElectrolysisL,Nice,0.0
821,2020,SMR + CCS2,ElectrolysisL,Alpin,0.0
822,2020,SMR + CCS2,SMR + CCS2,Marseille,0.0
823,2020,SMR + CCS2,SMR + CCS2,Nice,0.0
824,2020,SMR + CCS2,SMR + CCS2,Alpin,0.0
825,2020,SMR + CCS2,Onshore wind,Marseille,0.0
826,2020,SMR + CCS2,Onshore wind,Nice,0.0
827,2020,SMR + CCS2,Onshore wind,Alpin,0.0
828,2020,Onshore wind,Offshore wind - floating,Marseille,0.0
829,2020,Onshore wind,Offshore wind - floating,Nice,0.0
830,2020,Onshore wind,Offshore wind - floating,Alpin,0.0
831,2020,Onshore wind,ElectrolysisM,Marseille,0.0
832,2020,Onshore wind,ElectrolysisM,Nice,0.0
833,2020,Onshore wind,ElectrolysisM,Alpin,0.0
834,2020,Onshore wind,CCS2,Marseille,0.0
835,2020,Onshore wind,CCS2,Nice,0.0
836,2020,Onshore wind,CCS2,Alpin,0.0
837,2020,Onshore wind,Ground PV,Marseille,0.0
838,2020,Onshore wind,Ground PV,Nice,0.0
839,2020,Onshore wind,Ground PV,Alpin,0.0
840,2020,Onshore wind,SMR,Marseille,0.0
841,2020,Onshore wind,SMR,Nice,0.0
842,2020,Onshore wind,SMR,Alpin,0.0
843,2020,Onshore wind,SMR + CCS1,Marseille,0.0
844,2020,Onshore wind,SMR + CCS1,Nice,0.0
845,2020,Onshore wind,SMR + CCS1,Alpin,0.0
846,2020,Onshore wind,CCS1,Marseille,0.0
847,2020,Onshore wind,CCS1,Nice,0.0
848,2020,Onshore wind,CCS1,Alpin,0.0
849,2020,Onshore wind,ElectrolysisS,Marseille,0.0
850,2020,Onshore wind,ElectrolysisS,Nice,0.0
851,2020,Onshore wind,ElectrolysisS,Alpin,0.0
852,2020,Onshore wind,Existing SMR,Marseille,0.0
853,2020,Onshore wind,Existing SMR,Nice,0.0
854,2020,Onshore wind,Existing SMR,Alpin,0.0
855,2020,Onshore wind,ElectrolysisL,Marseille,0.0
856,2020,Onshore wind,ElectrolysisL,Nice,0.0
857,2020,Onshore wind,ElectrolysisL,Alpin,0.0
858,2020,Onshore wind,SMR + CCS2,Marseille,0.0
859,2020,Onshore wind,SMR + CCS2,Nice,0.0
860,2020,Onshore wind,SMR + CCS2,Alpin,0.0
861,2020,Onshore wind,Onshore wind,Marseille,0.0
862,2020,Onshore wind,Onshore wind,Nice,0.0
863,2020,Onshore wind,Onshore wind,Alpin,0.0
864,2030,Offshore wind - floating,Offshore wind - floating,Marseille,0.0
865,2030,Offshore wind - floating,Offshore wind - floating,Nice,0.0
866,2030,Offshore wind - floating,Offshore wind - floating,Alpin,0.0
867,2030,Offshore wind - floating,ElectrolysisM,Marseille,0.0
868,2030,Offshore wind - floating,ElectrolysisM,Nice,0.0
869,2030,Offshore wind - floating,ElectrolysisM,Alpin,0.0
870,2030,Offshore wind - floating,CCS2,Marseille,0.0
871,2030,Offshore wind - floating,CCS2,Nice,0.0
872,2030,Offshore wind - floating,CCS2,Alpin,0.0
873,2030,Offshore wind - floating,Ground PV,Marseille,0.0
874,2030,Offshore wind - floating,Ground PV,Nice,0.0
875,2030,Offshore wind - floating,Ground PV,Alpin,0.0
876,2030,Offshore wind - floating,SMR,Marseille,0.0
877,2030,Offshore wind - floating,SMR,Nice,0.0
878,2030,Offshore wind - floating,SMR,Alpin,0.0
879,2030,Offshore wind - floating,SMR + CCS1,Marseille,0.0
880,2030,Offshore wind - floating,SMR + CCS1,Nice,0.0
881,2030,Offshore wind - floating,SMR + CCS1,Alpin,0.0
882,2030,Offshore wind - floating,CCS1,Marseille,0.0
883,2030,Offshore wind - floating,CCS1,Nice,0.0
884,2030,Offshore wind - floating,CCS1,Alpin,0.0
885,2030,Offshore wind - floating,ElectrolysisS,Marseille,0.0
886,2030,Offshore wind - floating,ElectrolysisS,Nice,0.0
887,2030,Offshore wind - floating,ElectrolysisS,Alpin,0.0
888,2030,Offshore wind - floating,Existing SMR,Marseille,0.0
889,2030,Offshore wind - floating,Existing SMR,Nice,0.0
890,2030,Offshore wind - floating,Existing SMR,Alpin,0.0
891,2030,Offshore wind - floating,ElectrolysisL,Marseille,0.0
892,2030,Offshore wind - floating,ElectrolysisL,Nice,0.0
893,2030,Offshore wind - floating,ElectrolysisL,Alpin,0.0
894,2030,Offshore wind - floating,SMR + CCS2,Marseille,0.0
895,2030,Offshore wind - floating,SMR + CCS2,Nice,0.0
896,2030,Offshore wind - floating,SMR + CCS2,Alpin,0.0
897,2030,Offshore wind - floating,Onshore wind,Marseille,0.0
898,2030,Offshore wind - floating,Onshore wind,Nice,0.0
899,2030,Offshore wind - floating,Onshore wind,Alpin,0.0
900,2030,ElectrolysisM,Offshore wind - floating,Marseille,0.0
901,2030,ElectrolysisM,Offshore wind - floating,Nice,0.0
902,2030,ElectrolysisM,Offshore wind - floating,Alpin,0.0
903,2030,ElectrolysisM,ElectrolysisM,Marseille,0.0
904,2030,ElectrolysisM,ElectrolysisM,Nice,0.0
905,2030,ElectrolysisM,ElectrolysisM,Alpin,0.0
906,2030,ElectrolysisM,CCS2,Marseille,0.0
907,2030,ElectrolysisM,CCS2,Nice,0.0
908,2030,ElectrolysisM,CCS2,Alpin,0.0
909,2030,ElectrolysisM,Ground PV,Marseille,0.0
910,2030,ElectrolysisM,Ground PV,Nice,0.0
911,2030,ElectrolysisM,Ground PV,Alpin,0.0
912,2030,ElectrolysisM,SMR,Marseille,0.0
913,2030,ElectrolysisM,SMR,Nice,0.0
914,2030,ElectrolysisM,SMR,Alpin,0.0
915,2030,ElectrolysisM,SMR + CCS1,Marseille,0.0
916,2030,ElectrolysisM,SMR + CCS1,Nice,0.0
917,2030,ElectrolysisM,SMR + CCS1,Alpin,0.0
918,2030,ElectrolysisM,CCS1,Marseille,0.0
919,2030,ElectrolysisM,CCS1,Nice,0.0
920,2030,ElectrolysisM,CCS1,Alpin,0.0
921,2030,ElectrolysisM,ElectrolysisS,Marseille,0.0
922,2030,ElectrolysisM,ElectrolysisS,Nice,0.0
923,2030,ElectrolysisM,ElectrolysisS,Alpin,0.0
924,2030,ElectrolysisM,Existing SMR,Marseille,0.0
925,2030,ElectrolysisM,Existing SMR,Nice,0.0
926,2030,ElectrolysisM,Existing SMR,Alpin,0.0
927,2030,ElectrolysisM,ElectrolysisL,Marseille,0.0
928,2030,ElectrolysisM,ElectrolysisL,Nice,0.0
929,2030,ElectrolysisM,ElectrolysisL,Alpin,0.0
930,2030,ElectrolysisM,SMR + CCS2,Marseille,0.0
931,2030,ElectrolysisM,SMR + CCS2,Nice,0.0
932,2030,ElectrolysisM,SMR + CCS2,Alpin,0.0
933,2030,ElectrolysisM,Onshore wind,Marseille,0.0
934,2030,ElectrolysisM,Onshore wind,Nice,0.0
935,2030,ElectrolysisM,Onshore wind,Alpin,0.0
936,2030,CCS2,Offshore wind - floating,Marseille,0.0
937,2030,CCS2,Offshore wind - floating,Nice,0.0
938,2030,CCS2,Offshore wind - floating,Alpin,0.0
939,2030,CCS2,ElectrolysisM,Marseille,0.0
940,2030,CCS2,ElectrolysisM,Nice,0.0
941,2030,CCS2,ElectrolysisM,Alpin,0.0
942,2030,CCS2,CCS2,Marseille,0.0
943,2030,CCS2,CCS2,Nice,0.0
944,2030,CCS2,CCS2,Alpin,0.0
945,2030,CCS2,Ground PV,Marseille,0.0
946,2030,CCS2,Ground PV,Nice,0.0
947,2030,CCS2,Ground PV,Alpin,0.0
948,2030,CCS2,SMR,Marseille,0.0
949,2030,CCS2,SMR,Nice,0.0
950,2030,CCS2,SMR,Alpin,0.0
951,2030,CCS2,SMR + CCS1,Marseille,0.0
952,2030,CCS2,SMR + CCS1,Nice,0.0
953,2030,CCS2,SMR + CCS1,Alpin,0.0
954,2030,CCS2,CCS1,Marseille,0.0
955,2030,CCS2,CCS1,Nice,0.0
956,2030,CCS2,CCS1,Alpin,0.0
957,2030,CCS2,ElectrolysisS,Marseille,0.0
958,2030,CCS2,ElectrolysisS,Nice,0.0
959,2030,CCS2,ElectrolysisS,Alpin,0.0
960,2030,CCS2,Existing SMR,Marseille,0.0
961,2030,CCS2,Existing SMR,Nice,0.0
962,2030,CCS2,Existing SMR,Alpin,0.0
963,2030,CCS2,ElectrolysisL,Marseille,0.0
964,2030,CCS2,ElectrolysisL,Nice,0.0
965,2030,CCS2,ElectrolysisL,Alpin,0.0
966,2030,CCS2,SMR + CCS2,Marseille,0.0
967,2030,CCS2,SMR + CCS2,Nice,0.0
968,2030,CCS2,SMR + CCS2,Alpin,0.0
969,2030,CCS2,Onshore wind,Marseille,0.0
