,YEAR_op,TIMESTAMP,RESOURCES,STOCK_TECHNO,AREA,storageConsumption_Pvar
488,2040,4701,gas,Battery,Alpin,0.0
489,2040,4701,gas,Salt cavern,Nice,0.0
490,2040,4701,gas,Salt cavern,Marseille,0.0
491,2040,4701,gas,Salt cavern,Alpin,0.0
492,2040,4701,electricity,Battery,Nice,0.0
493,2040,4701,electricity,Battery,Marseille,0.0
494,2040,4701,electricity,Battery,Alpin,0.0
495,2040,4701,electricity,Salt cavern,Nice,0.0
496,2040,4701,electricity,Salt cavern,Marseille,0.0
497,2040,4701,electricity,Salt cavern,Alpin,0.0
498,2040,4701,hydrogen,Battery,Nice,0.0
499,2040,4701,hydrogen,Battery,Marseille,0.0
500,2040,4701,hydrogen,Battery,Alpin,0.0
501,2040,4701,hydrogen,Salt cavern,Nice,0.0
502,2040,4701,hydrogen,Salt cavern,Marseille,0.0
503,2040,4701,hydrogen,Salt cavern,Alpin,0.0
504,2040,4701,natural gas,Battery,Nice,0.0
505,2040,4701,natural gas,Battery,Marseille,0.0
506,2040,4701,natural gas,Battery,Alpin,0.0
507,2040,4701,natural gas,Salt cavern,Nice,0.0
508,2040,4701,natural gas,Salt cavern,Marseille,0.0
509,2040,4701,natural gas,Salt cavern,Alpin,0.0
510,2040,101,biogas,Battery,Nice,0.0
511,2040,101,biogas,Battery,Marseille,0.0
512,2040,101,biogas,Battery,Alpin,0.0
513,2040,101,biogas,Salt cavern,Nice,0.0
514,2040,101,biogas,Salt cavern,Marseille,0.0
515,2040,101,biogas,Salt cavern,Alpin,0.0
516,2040,101,gas,Battery,Nice,0.0
517,2040,101,gas,Battery,Marseille,0.0
518,2040,101,gas,Battery,Alpin,0.0
519,2040,101,gas,Salt cavern,Nice,0.0
520,2040,101,gas,Salt cavern,Marseille,0.0
521,2040,101,gas,Salt cavern,Alpin,0.0
522,2040,101,electricity,Battery,Nice,0.0
523,2040,101,electricity,Battery,Marseille,0.0
