,YEAR_op,TIMESTAMP,AREA,carbon_Pvar
0,2040,1,Alpin,2657.4442254600635
1,2040,1,Marseille,19451.290450168206
2,2040,1,Nice,4321.234684800001
3,2040,4101,Alpin,10144.110665639198
4,2040,4101,Marseille,76330.30075046375
5,2040,4101,Nice,14788.404874799999
6,2040,8201,Alpin,14244.512388413314
7,2040,8201,Marseille,107493.69158231489
8,2040,8201,Nice,20512.099955205
9,2040,3601,Alpin,23.561867940990453
10,2040,3601,Marseille,0.0
11,2040,3601,Nice,0.0
12,2040,7701,Alpin,37.97618715194932
13,2040,7701,Marseille,0.0
14,2040,7701,Nice,0.0
15,2040,3101,Alpin,4297.500691282771
16,2040,3101,Marseille,32364.965399973295
17,2040,3101,Nice,6242.03700705
18,2040,7201,Alpin,4847.665382285136
19,2040,7201,Marseille,36581.50833649354
20,2040,7201,Nice,6981.082372782
21,2040,2601,Alpin,88.9366188717097
22,2040,2601,Marseille,0.0
23,2040,2601,Nice,3188.9385236997173
24,2040,6701,Alpin,9004.380907400084
25,2040,6701,Marseille,67938.49799151761
26,2040,6701,Nice,12975.72090804
27,2040,2101,Alpin,11513.589544163804
28,2040,2101,Marseille,86179.25939814434
29,2040,2101,Nice,26011.7209576875
30,2040,6201,Alpin,1786.9635197237512
31,2040,6201,Marseille,12018.78142646946
32,2040,6201,Nice,7949.927844
33,2040,1601,Alpin,825.9254873661479
34,2040,1601,Marseille,4171.714878830805
35,2040,1601,Nice,10202.4073998
36,2040,5701,Alpin,15.581257098993845
37,2040,5701,Marseille,0.0
38,2040,5701,Nice,14589.705553740074
39,2040,1101,Alpin,49.61852189926177
40,2040,1101,Marseille,0.0
41,2040,1101,Nice,0.0
42,2040,5201,Alpin,7227.47262930394
43,2040,5201,Marseille,53794.90186178794
44,2040,5201,Nice,16428.5613261
45,2040,601,Alpin,13589.874968902004
46,2040,601,Marseille,101650.22438827115
47,2040,601,Nice,20310.700464
48,2040,4701,Alpin,8403.22495075922
49,2040,4701,Marseille,62611.17059775315
50,2040,4701,Nice,12758.977561500002
51,2040,101,Alpin,2712.87662603098
52,2040,101,Marseille,19757.875492946172
53,2040,101,Nice,4492.7370102
54,2040,4201,Alpin,26.056653958271795
55,2040,4201,Marseille,0.0
56,2040,4201,Nice,0.0
57,2040,8301,Alpin,17064.507221046522
58,2040,8301,Marseille,128764.10258124277
59,2040,8301,Nice,24581.24714445
60,2040,3701,Alpin,5353.197110600053
61,2040,3701,Marseille,40349.96845562351
62,2040,3701,Nice,7747.16035335
63,2040,7801,Alpin,7494.703561940148
64,2040,7801,Marseille,55338.964507325814
65,2040,7801,Nice,11792.2394436
66,2040,3201,Alpin,3457.4549168183653
67,2040,3201,Marseille,25937.943770487018
68,2040,3201,Nice,7290.1247538735
69,2040,7301,Alpin,8899.759101928721
70,2040,7301,Marseille,67148.78490297036
71,2040,7301,Nice,12825.232193565
72,2040,2701,Alpin,6763.267808952408
73,2040,2701,Marseille,50082.65120716663
74,2040,2701,Nice,20785.721141295
75,2040,6801,Alpin,0.0
76,2040,6801,Marseille,0.0
77,2040,6801,Nice,5213.14374709905
78,2040,2201,Alpin,0.0
79,2040,2201,Marseille,0.0
80,2040,2201,Nice,2722.126766851548
81,2040,6301,Alpin,5180.243011282783
82,2040,6301,Marseille,37761.81525110856
83,2040,6301,Nice,20834.725436415
84,2040,1701,Alpin,4536.708268122023
85,2040,1701,Marseille,31689.723195860555
86,2040,1701,Nice,8621.840243400002
87,2040,5801,Alpin,11624.501031823555
88,2040,5801,Marseille,86553.03795572436
89,2040,5801,Nice,24979.05697065
90,2040,1201,Alpin,11792.439216160168
91,2040,1201,Marseille,88065.03327991521
92,2040,1201,Nice,17739.756408
93,2040,5301,Alpin,16.631906781875614
94,2040,5301,Marseille,0.0
95,2040,5301,Nice,0.0
96,2040,701,Alpin,3505.978419689198
97,2040,701,Marseille,25274.04903161374
98,2040,701,Nice,6019.514130149999
99,2040,4801,Alpin,5802.582385844417
100,2040,4801,Marseille,43791.38082402975
101,2040,4801,Nice,8353.077355056
102,2040,201,Alpin,15794.453480991513
103,2040,201,Marseille,119192.9225336083
104,2040,201,Nice,23038.952848237503
105,2040,4301,Alpin,693.1734704109584
106,2040,4301,Marseille,4552.970378956763
107,2040,4301,Nice,1554.472873199999
108,2040,8401,Alpin,11491.987761451948
109,2040,8401,Marseille,86338.00987909765
110,2040,8401,Nice,16863.764303699998
111,2040,3801,Alpin,2425.576131937678
112,2040,3801,Marseille,18032.609941151557
113,2040,3801,Nice,4911.885469950001
114,2040,7901,Alpin,6136.904134809274
115,2040,7901,Marseille,44356.698704726645
116,2040,7901,Nice,10440.848802
117,2040,3301,Alpin,0.0
118,2040,3301,Marseille,0.0
119,2040,3301,Nice,0.0
120,2040,7401,Alpin,0.0
121,2040,7401,Marseille,0.0
122,2040,7401,Nice,0.0
123,2040,2801,Alpin,1431.172040833689
124,2040,2801,Marseille,10225.892947126262
125,2040,2801,Nice,4096.8756396
126,2040,6901,Alpin,13425.344894180898
127,2040,6901,Marseille,100673.32691423969
128,2040,6901,Nice,24493.15445496
129,2040,2301,Alpin,49.61852189926225
130,2040,2301,Marseille,0.0
131,2040,2301,Nice,0.0
132,2040,6401,Alpin,9938.521816378336
133,2040,6401,Marseille,74149.07076835929
134,2040,6401,Nice,21094.510872
135,2040,1801,Alpin,49.341323452897655
136,2040,1801,Marseille,0.0
137,2040,1801,Nice,0.0
138,2040,5901,Alpin,18702.154631926493
139,2040,5901,Marseille,141135.27501868995
140,2040,5901,Nice,26928.828172471498
141,2040,1301,Alpin,59.597665968387616
142,2040,1301,Marseille,0.0
143,2040,1301,Nice,0.0
144,2040,5401,Alpin,12.751128532771304
145,2040,5401,Marseille,0.0
146,2040,5401,Nice,0.0
147,2040,801,Alpin,0.0
148,2040,801,Marseille,0.0
149,2040,801,Nice,0.0
150,2040,4901,Alpin,9474.458142225543
151,2040,4901,Marseille,71494.14760572658
152,2040,4901,Nice,13645.82553612
153,2040,301,Alpin,12215.011113663304
154,2040,301,Marseille,92064.79007087018
155,2040,301,Nice,18624.702960705
156,2040,4401,Alpin,6653.515463428438
157,2040,4401,Marseille,50033.38559951516
158,2040,4401,Nice,11283.170130179999
159,2040,8501,Alpin,5329.11646733098
160,2040,8501,Marseille,39880.312790846176
161,2040,8501,Nice,7948.7575413
162,2040,3901,Alpin,2954.1991722855223
163,2040,3901,Marseille,21770.05483378219
164,2040,3901,Nice,10331.371750350001
165,2040,8001,Alpin,0.0
166,2040,8001,Marseille,0.0
167,2040,8001,Nice,0.0
168,2040,3401,Alpin,0.0
169,2040,3401,Marseille,0.0
170,2040,3401,Nice,0.0
171,2040,7501,Alpin,0.0
172,2040,7501,Marseille,0.0
173,2040,7501,Nice,0.0
174,2040,2901,Alpin,3831.990527247313
175,2040,2901,Marseille,28844.442762334314
176,2040,2901,Nice,5577.9654230999995
177,2040,7001,Alpin,0.0
178,2040,7001,Marseille,0.0
179,2040,7001,Nice,216.16529334784673
180,2040,2401,Alpin,16524.868332371065
181,2040,2401,Marseille,124673.42938248377
182,2040,2401,Nice,23819.25243042
183,2040,6501,Alpin,29.937432207376105
184,2040,6501,Marseille,0.0
185,2040,6501,Nice,0.0
186,2040,1901,Alpin,1621.3025758719723
187,2040,1901,Marseille,10089.681328287039
188,2040,1901,Nice,4094.9722575
189,2040,6001,Alpin,12561.031290795574
190,2040,6001,Marseille,94740.0545015307
191,2040,6001,Nice,18128.542395
192,2040,1401,Alpin,11132.221372828493
193,2040,1401,Marseille,82260.21401323675
