,YEAR_op,TIMESTAMP,TECHNOLOGIES,AREA,power_Dvar
463,2040,5701,ElectrolysisM,Marseille,0.0
464,2040,5701,ElectrolysisM,Nice,0.0
465,2040,5701,SMR + CCS1,Alpin,0.0
466,2040,5701,SMR + CCS1,Marseille,0.0
467,2040,5701,SMR + CCS1,Nice,0.0
468,2040,1101,Existing SMR,Alpin,0.0
469,2040,1101,Existing SMR,Marseille,0.0
470,2040,1101,Existing SMR,Nice,0.0
471,2040,1101,Onshore wind,Alpin,207.9492912
472,2040,1101,Onshore wind,Marseille,1599.394076696345
473,2040,1101,Onshore wind,Nice,274.6984464
474,2040,1101,Ground PV,Alpin,0.0
475,2040,1101,Ground PV,Marseille,0.0
476,2040,1101,Ground PV,Nice,0.0
477,2040,1101,ElectrolysisS,Alpin,0.0
478,2040,1101,ElectrolysisS,Marseille,0.0
479,2040,1101,ElectrolysisS,Nice,0.0
480,2040,1101,Offshore wind - floating,Alpin,0.0
481,2040,1101,Offshore wind - floating,Marseille,0.0
482,2040,1101,Offshore wind - floating,Nice,0.0
483,2040,1101,CCS2,Alpin,0.0
484,2040,1101,CCS2,Marseille,0.0
485,2040,1101,CCS2,Nice,0.0
486,2040,1101,CCS1,Alpin,0.0
487,2040,1101,CCS1,Marseille,0.0
488,2040,1101,CCS1,Nice,0.0
489,2040,1101,SMR,Alpin,0.0
490,2040,1101,SMR,Marseille,0.0
491,2040,1101,SMR,Nice,0.0
492,2040,1101,SMR + CCS2,Alpin,0.0
493,2040,1101,SMR + CCS2,Marseille,0.0
494,2040,1101,SMR + CCS2,Nice,0.0
495,2040,1101,ElectrolysisL,Alpin,200.0
496,2040,1101,ElectrolysisL,Marseille,1599.394076696345
497,2040,1101,ElectrolysisL,Nice,274.6984464
498,2040,1101,ElectrolysisM,Alpin,8.503688092729186
499,2040,1101,ElectrolysisM,Marseille,0.0
500,2040,1101,ElectrolysisM,Nice,0.0
501,2040,1101,SMR + CCS1,Alpin,0.0
502,2040,1101,SMR + CCS1,Marseille,0.0
503,2040,1101,SMR + CCS1,Nice,0.0
504,2040,5201,Existing SMR,Alpin,0.0
505,2040,5201,Existing SMR,Marseille,0.0
506,2040,5201,Existing SMR,Nice,0.0
507,2040,5201,Onshore wind,Alpin,29.6968599
508,2040,5201,Onshore wind,Marseille,228.4091817
509,2040,5201,Onshore wind,Nice,39.2291853
510,2040,5201,Ground PV,Alpin,64.08504042599999
511,2040,5201,Ground PV,Marseille,491.438652705
512,2040,5201,Ground PV,Nice,0.0
513,2040,5201,ElectrolysisS,Alpin,0.0
514,2040,5201,ElectrolysisS,Marseille,0.0
515,2040,5201,ElectrolysisS,Nice,0.0
516,2040,5201,Offshore wind - floating,Alpin,0.0
517,2040,5201,Offshore wind - floating,Marseille,0.0
518,2040,5201,Offshore wind - floating,Nice,0.0
519,2040,5201,CCS2,Alpin,0.0
520,2040,5201,CCS2,Marseille,0.0
521,2040,5201,CCS2,Nice,0.0
522,2040,5201,CCS1,Alpin,0.0
523,2040,5201,CCS1,Marseille,0.0
524,2040,5201,CCS1,Nice,0.0
525,2040,5201,SMR,Alpin,0.0
526,2040,5201,SMR,Marseille,0.0
527,2040,5201,SMR,Nice,0.0
528,2040,5201,SMR + CCS2,Alpin,0.0
529,2040,5201,SMR + CCS2,Marseille,0.0
530,2040,5201,SMR + CCS2,Nice,0.0
531,2040,5201,ElectrolysisL,Alpin,200.0
532,2040,5201,ElectrolysisL,Marseille,1573.735165544491
533,2040,5201,ElectrolysisL,Nice,300.0
534,2040,5201,ElectrolysisM,Alpin,8.503688092729186
535,2040,5201,ElectrolysisM,Marseille,0.0
536,2040,5201,ElectrolysisM,Nice,0.0
537,2040,5201,SMR + CCS1,Alpin,0.0
538,2040,5201,SMR + CCS1,Marseille,0.0
539,2040,5201,SMR + CCS1,Nice,0.0
540,2040,601,Existing SMR,Alpin,0.0
541,2040,601,Existing SMR,Marseille,0.0
542,2040,601,Existing SMR,Nice,0.0
543,2040,601,Onshore wind,Alpin,66.94249049999999
544,2040,601,Onshore wind,Marseille,514.8786615
545,2040,601,Onshore wind,Nice,88.4302035
546,2040,601,Ground PV,Alpin,0.0
547,2040,601,Ground PV,Marseille,0.0
548,2040,601,Ground PV,Nice,0.0
549,2040,601,ElectrolysisS,Alpin,0.0
550,2040,601,ElectrolysisS,Marseille,0.0
551,2040,601,ElectrolysisS,Nice,0.0
552,2040,601,Offshore wind - floating,Alpin,0.0
553,2040,601,Offshore wind - floating,Marseille,0.0
554,2040,601,Offshore wind - floating,Nice,0.0
555,2040,601,CCS2,Alpin,0.0
556,2040,601,CCS2,Marseille,0.0
557,2040,601,CCS2,Nice,0.0
558,2040,601,CCS1,Alpin,0.0
559,2040,601,CCS1,Marseille,0.0
560,2040,601,CCS1,Nice,0.0
561,2040,601,SMR,Alpin,0.0
562,2040,601,SMR,Marseille,0.0
563,2040,601,SMR,Nice,0.0
