1,4.74
2,3.66
3,1.26
4,0
5,0
6,0
7,0
8,0
9,2.03
10,0
11,0
12,2.3
13,2.3
14,5
15,8.56
16,9.42
17,12.46
18,15.93
19,22.02
20,20
21,21.95
22,23.52
23,16.35
24,14.43
25,10.26
26,7.48
27,4.52
28,4.24
29,8.36
30,22.58
31,41.92
32,47.95
33,49.9
34,50
35,49.7
36,48.16
37,47.24
38,46.1
39,43.86
40,43.64
41,47.37
42,46.08
43,41.08
44,34.94
45,25.46
46,23.25
47,15.49
48,12.14
49,5.48
50,5
51,0.99
52,0
53,3.87
54,12.25
55,19.42
56,22.57
57,22.37
58,18.65
59,19.35
60,18.93
61,17.26
62,16.76
63,18.09
64,19.51
65,24.13
66,36.67
67,26.27
68,26.06
69,19.88
70,17.26
71,13.87
72,11.76
73,3.46
74,2.11
75,2.63
76,4.99
77,11.08
78,22.34
79,33.59
80,40.45
81,41.97
82,44.91
83,47.14
84,46.04
85,34.36
86,32.51
87,32.77
88,33.81
89,50.08
90,49.96
91,46.73
92,41.57
93,37.09
94,33.92
95,31.5
96,16.67
97,11.73
98,6.86
99,0.55
100,2.45
101,13.51
102,23.96
103,33.39
104,37.79
105,36.93
106,39.11
107,39.4
108,41.69
109,47
110,44.08
111,47.1
112,47.77
113,56.35
114,57.42
115,53.99
116,42.36
117,39.9
118,39.97
119,36.27
120,29.45
121,28.55
122,28.18
123,25.27
124,24.34
125,27.42
126,30
127,31.36
128,34.19
129,41.11
130,44
131,43.74
132,44.43
133,42.9
134,38.7
135,37.4
136,37.99
137,44.22
138,49.98
139,45.9
140,40.9
141,33.69
142,36.26
143,29.03
144,21.87
145,15.98
146,15.99
147,14
148,12.51
149,13.21
150,12.17
151,13.02
152,18.41
153,19.58
154,22.14
155,28.44
156,29.26
157,27.08
158,20.32
159,19.86
160,21.41
161,28.87
162,34.34
163,32.33
164,31.44
165,28.94
166,29.69
167,27.01
168,18.91
169,15.15
170,15.11
171,13.42
172,12.91
173,17.1
174,30.03
175,42.93
176,44.95
177,44.66
178,46.6
179,51.88
180,43.42
181,43.54
182,44.19
183,40.97
184,47.66
185,54.12
186,55
187,52.93
188,37.57
189,34.12
190,31.19
191,45.19
192,36.01
193,36.04
194,34.2
195,30.71
196,27.86
197,36.5
198,39.03
199,55.9
200,58.99
201,58.9
202,60.08
203,61.35
204,58.02
205,55.97
206,49.08
207,45.02
208,47.1
209,55.55
210,56.74
211,54.68
212,49.48
213,42.91
214,39.36
215,39.6
216,31.26
217,28.73
218,28.18
219,24.73
220,19.42
221,30.6
222,34.87
223,45.09
224,49.29
225,49.14
226,48.56
227,50.46
228,47.81
229,45.36
230,47.1
231,47.98
232,48.9
233,51.9
234,52.69
235,49.1
236,44
237,36.99
238,38.43
239,37.9
240,37.33
241,36.3
242,34.2
243,33
244,33.05
245,37.09
246,41.5
247,53.07
248,57.22
249,59.02
250,57.58
251,57.45
252,54.61
253,54.83
254,54.74
255,54.01
256,54.96
257,57.47
258,57.66
259,54.9
260,50
261,43.13
262,42.4
263,37.92
264,35.64
265,34.69
266,34
267,33.08
268,33.46
269,35.1
270,39.93
271,48.5
272,49.56
273,52.36
274,52.38
275,52.45
276,52.08
277,51.03
278,47.14
279,45.92
280,46.5
281,50.52
282,52.44
283,51.99
284,44.17
285,42.19
286,42.57
287,38.04
288,43.15
289,38.42
290,36.11
291,33.8
292,32.04
293,32.55
294,32
295,33.76
296,39.28
297,44.51
298,45.62
299,44.77
300,44.7
301,39.14
302,34.77
303,34.68
304,35.88
305,48.56
306,50.57
307,51.02
308,38.64
309,36.15
310,38.59
311,38
312,38.1
313,33.83
314,33
315,30
316,27.01
317,28.48
318,29.74
319,32.7
320,35.1
321,36.9
322,37.2
323,35.88
324,40.88
325,37.04
326,34.9
327,33.07
328,34.84
329,37.99
330,49.27
331,49.79
332,45.14
333,36.57
334,38.86
335,38.33
336,29.2
337,31.16
338,28.26
339,23.16
340,24.86
341,26.67
342,40.7
343,54.19
344,52.87
345,47.69
346,49.68
347,49.91
348,50.22
349,49.34
350,38.35
351,37.47
352,37.08
353,42.92
354,53.55
355,52.25
356,45.93
357,36.71
358,40.57
359,36.21
360,29.81
361,17.1
362,9.26
363,5.87
364,8.2
365,16.48
366,29.09
367,38.92
368,44.07
369,44.94
370,44.57
371,43.73
372,40.69
373,40.15
374,38.63
375,37.28
376,39.39
377,47.07
378,48.45
379,44.34
380,39.9
381,33.18
382,33.39
383,30.47
384,24.54
385,19.32
386,18.36
387,15.76
388,15.25
389,22.39
390,32.83
391,44.95
392,47.26
393,46.39
394,41.9
395,42.96
396,40.94
397,40.52
398,41.29
399,40.41
400,41.76
401,46.01
402,52.22
403,52.23
404,41.29
405,39.1
406,40.76
407,40.94
408,19.68
409,16.52
410,16.35
411,12.58
412,7.46
413,14.96
414,34.58
415,43.56
416,45.11
417,47.51
418,45.13
419,43.98
420,38.9
421,38.69
422,37.57
423,36.13
424,38.41
425,49.47
426,52.51
427,50.09
428,42.31
429,37.09
430,38.25
431,34.81
432,31.24
433,30.25
434,29.49
435,29.56
436,30.02
437,31.76
438,40.02
439,48.96
440,51.94
441,50.92
442,50.2
443,47.45
444,43.51
445,41.67
446,39.49
447,41.78
448,44.3
449,49.57
450,49.74
451,44.79
452,39.79
453,37.84
454,37.54
455,34.71
456,34.75
457,30.03
458,29.33
459,26.06
460,25.72
461,27.5
462,29.94
463,32.07
464,36.86
465,38
466,42.11
467,41.82
468,45.48
469,42.81
470,39
471,40.01
472,39.8
473,44.38
474,49.38
475,43.98
476,39.16
477,36.37
478,36.33
479,33.39
480,32.07
481,30.57
482,29.24
483,27.5
484,19.99
485,25
486,28.47
487,30.78
488,32.49
489,35.3
490,38.88
491,41.3
492,42.08
493,37.77
494,33.84
495,34.12
496,35.58
497,35.77
498,48.08
499,46.27
500,40.9
501,33.36
502,32.97
503,30.99
504,27.06
505,20
506,16.22
507,12.5
508,7.59
509,21.12
510,33.08
511,42.95
512,45.06
513,46.44
514,45.49
515,48.39
516,47
517,47.39
518,46.34
519,43.94
520,43.65
521,49.5
522,51
523,48.05
524,42.82
525,38.99
526,37.99
527,35.84
528,34.2
529,32.52
530,31.54
531,30.38
532,30.97
533,32.48
534,40
535,48.93
536,52.74
537,50.79
538,48.2
539,44.91
540,41.94
541,41.83
542,39
543,37.5
544,35.63
545,40.94
546,42.9
547,40.97
548,36.48
549,31.31
550,30.31
551,24.35
552,21.22
553,19.79
554,12.94
555,11.4
556,11.23
557,16.74
558,28.92
559,42.49
560,45.58
561,43.52
562,39.91
563,37.92
564,36.84
565,35.73
566,31.33
567,29.45
568,31.32
569,34.53
570,43.72
571,41.33
572,30.89
573,24.64
574,23.53
575,19.81
576,12.22
577,13.14
578,10.31
579,9.03
580,8.76
581,14.24
582,29.54
583,40.94
584,41.3
585,40.09
586,39.76
587,39.84
588,40.83
589,41.13
590,43.98
591,45.29
592,45.47
593,49.37
594,53.23
595,49.93
596,43.71
597,38.98
598,38.62
599,35.31
600,37.23
601,35.03
602,34.1
603,33.01
604,32.8
605,34.9
606,39.91
607,51.27
608,54.72
609,54.52
610,54.02
611,53.18
612,50.23
613,49.2
614,48.96
615,48.25
616,48.25
617,51.15
618,54.7
619,52.09
620,46
621,40.44
622,40.43
623,39
624,36.81
625,33.8
626,32.87
627,32.53
628,32.53
629,31.79
630,32.51
631,34.65
632,43.45
633,47.19
634,47.04
635,43.93
636,41.92
637,38.06
638,32.5
639,32.1
640,32.06
641,37
642,39.7
643,35.66
644,39.11
645,31.47
646,36.29
647,37.96
648,36.6
649,28.64
650,26.58
651,14.61
652,14.97
653,13.01
654,9.25
655,11.45
656,17.2
657,27.12
658,30.57
659,27.4
660,27.19
661,24.92
662,20.64
663,15.43
664,14.81
665,23.12
666,35.87
667,40.77
668,35.78
669,32.4
670,33.7
671,35.91
672,28.59
673,28.25
674,23.19
675,14.39
676,10.01
677,19.44
678,33.46
679,49.53
680,49.12
681,50.18
682,49.44
683,47.4
684,43.22
685,38.92
686,38.21
687,36.23
688,36.28
689,38.4
690,46.63
691,49.99
692,41.32
693,36.69
694,34
695,40.95
696,31.84
697,30.61
698,27.26
699,19.95
700,18.95
701,29.84
702,38.9
703,45.97
704,49.92
705,49.59
706,46.95
707,45.05
708,43.36
709,41.25
710,39.98
711,41.92
712,44.95
713,52.39
714,57.97
715,53.78
716,44.98
717,38.97
718,38.53
719,35.82
720,33.66
721,29.93
722,27.37
723,19.53
724,20.7
725,26.39
726,31.74
727,35.53
728,37.37
729,35.04
730,34.31
731,35.76
732,33.43
733,32.94
734,32
735,36
736,32.47
737,34.93
738,43.14
739,44.95
740,37.42
741,34
742,33.64
743,33.33
744,28.6
745,25.37
746,25.17
747,21.92
748,22.79
749,26.21
750,32.8
751,47.72
752,47.91
753,47.56
754,48.59
755,47.39
756,45.86
757,45.2
758,46.88
759,40.1
760,43.05
761,46.32
762,50.45
763,49.26
764,42.99
765,36.95
766,39.14
767,37.97
768,32.45
769,31.8
770,31.23
771,29.74
772,30.1
773,33.24
774,37.4
775,45.79
776,49.23
777,48.48
778,48.76
779,47.09
780,44.9
781,40.95
782,40.9
783,41.11
784,43.29
785,48.02
786,47.96
787,46.43
788,43.39
789,40.06
790,40.08
791,39.3
792,37.27
793,35.48
794,34.02
795,35.02
796,33.73
797,34.31
798,34.73
799,37.42
800,41.88
801,45.45
802,45.84
803,47.08
804,46.31
805,43.72
806,39.97
807,39.12
808,40.96
809,47.38
810,50.54
811,50.26
812,43.5
813,39.5
814,41.74
815,41.4
816,41.45
817,37.1
818,35.99
819,31.87
820,31.81
821,31.81
822,34.52
823,38.57
824,41
825,43.31
826,40.43
827,40
828,40.15
829,37.76
830,33.9
831,33.22
832,34.25
833,39.71
834,48.7
835,50.88
836,45.45
837,36.98
838,38.3
839,40.31
840,33.2
841,33.23
842,30.92
843,30.93
844,30.58
845,33.67
846,41.41
847,54.46
848,58.06
849,57.12
850,54.04
851,51.88
852,47.46
853,45.53
854,46.9
855,48.77
856,53.4
857,56.93
858,58.99
859,55.41
860,47.75
861,39.97
862,39
863,37.21
864,36.68
865,35
866,34.96
867,35.38
868,36.25
869,37.45
870,44.69
871,56.77
872,62.51
873,62.09
874,60.07
875,58.39
876,55.06
877,54.1
878,52.91
879,51.62
880,53.75
881,60.21
882,65.5
883,62.36
884,56.77
885,48.91
886,47.37
887,44.7
888,43.3
889,38.27
890,37.39
891,35.06
892,34.8
893,38.86
894,47.18
895,59.06
896,61.76
897,61.66
898,58.29
899,56.38
900,52.46
901,52.22
902,49.14
903,51.14
904,53.46
905,60.19
906,65.13
907,65.62
908,53
909,49.58
910,47.71
911,45.21
912,46.16
913,43.66
