TIMESTAMP,Calendrier,HTA,sup36,inf36
2176,HPE,9.9,19.7,14.7
2177,HPE,9.9,19.7,14.7
2178,HPE,9.9,19.7,14.7
2179,HPE,9.9,19.7,14.7
2180,HPE,9.9,19.7,14.7
2181,HPE,9.9,19.7,14.7
2182,HPE,9.9,19.7,14.7
2183,HCE,8.7,18.2,14.7
2184,HCE,8.7,18.2,14.7
2185,HCE,8.7,18.2,14.7
2186,HCE,8.7,18.2,14.7
2187,HCE,8.7,18.2,14.7
2188,HCE,8.7,18.2,14.7
2189,HCE,8.7,18.2,14.7
2190,HCE,8.7,18.2,14.7
2191,HPE,9.9,19.7,14.7
2192,HPE,9.9,19.7,14.7
2193,HPE,9.9,19.7,14.7
2194,HPE,9.9,19.7,14.7
2195,HPE,9.9,19.7,14.7
2196,HPE,9.9,19.7,14.7
2197,HPE,9.9,19.7,14.7
2198,HPE,9.9,19.7,14.7
2199,HPE,9.9,19.7,14.7
2200,HPE,9.9,19.7,14.7
2201,HPE,9.9,19.7,14.7
2202,HPE,9.9,19.7,14.7
2203,HPE,9.9,19.7,14.7
2204,HPE,9.9,19.7,14.7
2205,HPE,9.9,19.7,14.7
2206,HPE,9.9,19.7,14.7
2207,HCE,8.7,18.2,14.7
2208,HCE,8.7,18.2,14.7
2209,HCE,8.7,18.2,14.7
2210,HCE,8.7,18.2,14.7
2211,HCE,8.7,18.2,14.7
2212,HCE,8.7,18.2,14.7
2213,HCE,8.7,18.2,14.7
2214,HCE,8.7,18.2,14.7
2215,HPE,9.9,19.7,14.7
2216,HPE,9.9,19.7,14.7
2217,HPE,9.9,19.7,14.7
2218,HPE,9.9,19.7,14.7
2219,HPE,9.9,19.7,14.7
2220,HPE,9.9,19.7,14.7
2221,HPE,9.9,19.7,14.7
2222,HPE,9.9,19.7,14.7
2223,HPE,9.9,19.7,14.7
2224,HPE,9.9,19.7,14.7
2225,HPE,9.9,19.7,14.7
2226,HPE,9.9,19.7,14.7
2227,HPE,9.9,19.7,14.7
2228,HPE,9.9,19.7,14.7
2229,HPE,9.9,19.7,14.7
2230,HPE,9.9,19.7,14.7
2231,HCE,8.7,18.2,14.7
2232,HCE,8.7,18.2,14.7
2233,HCE,8.7,18.2,14.7
2234,HCE,8.7,18.2,14.7
2235,HCE,8.7,18.2,14.7
2236,HCE,8.7,18.2,14.7
2237,HCE,8.7,18.2,14.7
2238,HCE,8.7,18.2,14.7
2239,HPE,9.9,19.7,14.7
2240,HPE,9.9,19.7,14.7
2241,HPE,9.9,19.7,14.7
2242,HPE,9.9,19.7,14.7
2243,HPE,9.9,19.7,14.7
2244,HPE,9.9,19.7,14.7
2245,HPE,9.9,19.7,14.7
2246,HPE,9.9,19.7,14.7
2247,HPE,9.9,19.7,14.7
2248,HPE,9.9,19.7,14.7
2249,HPE,9.9,19.7,14.7
2250,HPE,9.9,19.7,14.7
2251,HPE,9.9,19.7,14.7
2252,HPE,9.9,19.7,14.7
2253,HPE,9.9,19.7,14.7
2254,HPE,9.9,19.7,14.7
2255,HCE,8.7,18.2,14.7
2256,HCE,8.7,18.2,14.7
2257,HCE,8.7,18.2,14.7
2258,HCE,8.7,18.2,14.7
2259,HCE,8.7,18.2,14.7
2260,HCE,8.7,18.2,14.7
2261,HCE,8.7,18.2,14.7
2262,HCE,8.7,18.2,14.7
2263,HPE,9.9,19.7,14.7
2264,HPE,9.9,19.7,14.7
2265,HPE,9.9,19.7,14.7
2266,HPE,9.9,19.7,14.7
2267,HPE,9.9,19.7,14.7
2268,HPE,9.9,19.7,14.7
2269,HPE,9.9,19.7,14.7
2270,HPE,9.9,19.7,14.7
2271,HPE,9.9,19.7,14.7
2272,HPE,9.9,19.7,14.7
2273,HPE,9.9,19.7,14.7
2274,HPE,9.9,19.7,14.7
2275,HPE,9.9,19.7,14.7
2276,HPE,9.9,19.7,14.7
2277,HPE,9.9,19.7,14.7
2278,HPE,9.9,19.7,14.7
2279,HCE,8.7,18.2,14.7
2280,HCE,8.7,18.2,14.7
2281,HCE,8.7,18.2,14.7
2282,HCE,8.7,18.2,14.7
2283,HCE,8.7,18.2,14.7
2284,HCE,8.7,18.2,14.7
2285,HCE,8.7,18.2,14.7
2286,HCE,8.7,18.2,14.7
2287,HPE,9.9,19.7,14.7
2288,HPE,9.9,19.7,14.7
2289,HPE,9.9,19.7,14.7
2290,HPE,9.9,19.7,14.7
2291,HPE,9.9,19.7,14.7
2292,HPE,9.9,19.7,14.7
2293,HPE,9.9,19.7,14.7
2294,HPE,9.9,19.7,14.7
2295,HPE,9.9,19.7,14.7
2296,HPE,9.9,19.7,14.7
2297,HPE,9.9,19.7,14.7
2298,HPE,9.9,19.7,14.7
2299,HPE,9.9,19.7,14.7
2300,HPE,9.9,19.7,14.7
2301,HPE,9.9,19.7,14.7
2302,HPE,9.9,19.7,14.7
2303,HCE,8.7,18.2,14.7
2304,HCE,8.7,18.2,14.7
2305,HCE,8.7,18.2,14.7
2306,HCE,8.7,18.2,14.7
2307,HCE,8.7,18.2,14.7
2308,HCE,8.7,18.2,14.7
2309,HCE,8.7,18.2,14.7
2310,HCE,8.7,18.2,14.7
2311,HPE,9.9,19.7,14.7
2312,HPE,9.9,19.7,14.7
2313,HPE,9.9,19.7,14.7
2314,HPE,9.9,19.7,14.7
2315,HPE,9.9,19.7,14.7
2316,HPE,9.9,19.7,14.7
2317,HPE,9.9,19.7,14.7
2318,HPE,9.9,19.7,14.7
2319,HPE,9.9,19.7,14.7
2320,HPE,9.9,19.7,14.7
2321,HPE,9.9,19.7,14.7
2322,HPE,9.9,19.7,14.7
2323,HPE,9.9,19.7,14.7
2324,HPE,9.9,19.7,14.7
2325,HPE,9.9,19.7,14.7
2326,HPE,9.9,19.7,14.7
2327,HCE,8.7,18.2,14.7
2328,HCE,8.7,18.2,14.7
2329,HCE,8.7,18.2,14.7
2330,HCE,8.7,18.2,14.7
2331,HCE,8.7,18.2,14.7
2332,HCE,8.7,18.2,14.7
2333,HCE,8.7,18.2,14.7
2334,HCE,8.7,18.2,14.7
2335,HPE,9.9,19.7,14.7
2336,HPE,9.9,19.7,14.7
2337,HPE,9.9,19.7,14.7
2338,HPE,9.9,19.7,14.7
2339,HPE,9.9,19.7,14.7
2340,HPE,9.9,19.7,14.7
2341,HPE,9.9,19.7,14.7
2342,HPE,9.9,19.7,14.7
2343,HPE,9.9,19.7,14.7
2344,HPE,9.9,19.7,14.7
2345,HPE,9.9,19.7,14.7
2346,HPE,9.9,19.7,14.7
2347,HPE,9.9,19.7,14.7
2348,HPE,9.9,19.7,14.7
2349,HPE,9.9,19.7,14.7
2350,HPE,9.9,19.7,14.7
2351,HCE,8.7,18.2,14.7
2352,HCE,8.7,18.2,14.7
2353,HCE,8.7,18.2,14.7
2354,HCE,8.7,18.2,14.7
2355,HCE,8.7,18.2,14.7
2356,HCE,8.7,18.2,14.7
2357,HCE,8.7,18.2,14.7
2358,HCE,8.7,18.2,14.7
2359,HPE,9.9,19.7,14.7
2360,HPE,9.9,19.7,14.7
2361,HPE,9.9,19.7,14.7
2362,HPE,9.9,19.7,14.7
2363,HPE,9.9,19.7,14.7
2364,HPE,9.9,19.7,14.7
2365,HPE,9.9,19.7,14.7
2366,HPE,9.9,19.7,14.7
2367,HPE,9.9,19.7,14.7
2368,HPE,9.9,19.7,14.7
2369,HPE,9.9,19.7,14.7
2370,HPE,9.9,19.7,14.7
2371,HPE,9.9,19.7,14.7
2372,HPE,9.9,19.7,14.7
2373,HPE,9.9,19.7,14.7
2374,HPE,9.9,19.7,14.7
2375,HCE,8.7,18.2,14.7
2376,HCE,8.7,18.2,14.7
2377,HCE,8.7,18.2,14.7
2378,HCE,8.7,18.2,14.7
2379,HCE,8.7,18.2,14.7
2380,HCE,8.7,18.2,14.7
2381,HCE,8.7,18.2,14.7
2382,HCE,8.7,18.2,14.7
2383,HPE,9.9,19.7,14.7
2384,HPE,9.9,19.7,14.7
2385,HPE,9.9,19.7,14.7
2386,HPE,9.9,19.7,14.7
2387,HPE,9.9,19.7,14.7
2388,HPE,9.9,19.7,14.7
2389,HPE,9.9,19.7,14.7
2390,HPE,9.9,19.7,14.7
2391,HPE,9.9,19.7,14.7
2392,HPE,9.9,19.7,14.7
2393,HPE,9.9,19.7,14.7
2394,HPE,9.9,19.7,14.7
2395,HPE,9.9,19.7,14.7
2396,HPE,9.9,19.7,14.7
2397,HPE,9.9,19.7,14.7
2398,HPE,9.9,19.7,14.7
2399,HCE,8.7,18.2,14.7
2400,HCE,8.7,18.2,14.7
2401,HCE,8.7,18.2,14.7
2402,HCE,8.7,18.2,14.7
2403,HCE,8.7,18.2,14.7
2404,HCE,8.7,18.2,14.7
2405,HCE,8.7,18.2,14.7
2406,HCE,8.7,18.2,14.7
2407,HPE,9.9,19.7,14.7
2408,HPE,9.9,19.7,14.7
2409,HPE,9.9,19.7,14.7
2410,HPE,9.9,19.7,14.7
2411,HPE,9.9,19.7,14.7
2412,HPE,9.9,19.7,14.7
2413,HPE,9.9,19.7,14.7
2414,HPE,9.9,19.7,14.7
2415,HPE,9.9,19.7,14.7
2416,HPE,9.9,19.7,14.7
2417,HPE,9.9,19.7,14.7
2418,HPE,9.9,19.7,14.7
2419,HPE,9.9,19.7,14.7
2420,HPE,9.9,19.7,14.7
2421,HPE,9.9,19.7,14.7
2422,HPE,9.9,19.7,14.7
2423,HCE,8.7,18.2,14.7
2424,HCE,8.7,18.2,14.7
2425,HCE,8.7,18.2,14.7
2426,HCE,8.7,18.2,14.7
2427,HCE,8.7,18.2,14.7
2428,HCE,8.7,18.2,14.7
2429,HCE,8.7,18.2,14.7
2430,HCE,8.7,18.2,14.7
2431,HPE,9.9,19.7,14.7
2432,HPE,9.9,19.7,14.7
2433,HPE,9.9,19.7,14.7
2434,HPE,9.9,19.7,14.7
2435,HPE,9.9,19.7,14.7
2436,HPE,9.9,19.7,14.7
2437,HPE,9.9,19.7,14.7
2438,HPE,9.9,19.7,14.7
2439,HPE,9.9,19.7,14.7
2440,HPE,9.9,19.7,14.7
2441,HPE,9.9,19.7,14.7
2442,HPE,9.9,19.7,14.7
2443,HPE,9.9,19.7,14.7
2444,HPE,9.9,19.7,14.7
2445,HPE,9.9,19.7,14.7
2446,HPE,9.9,19.7,14.7
2447,HCE,8.7,18.2,14.7
2448,HCE,8.7,18.2,14.7
2449,HCE,8.7,18.2,14.7
2450,HCE,8.7,18.2,14.7
2451,HCE,8.7,18.2,14.7
2452,HCE,8.7,18.2,14.7
2453,HCE,8.7,18.2,14.7
2454,HCE,8.7,18.2,14.7
2455,HPE,9.9,19.7,14.7
2456,HPE,9.9,19.7,14.7
2457,HPE,9.9,19.7,14.7
2458,HPE,9.9,19.7,14.7
2459,HPE,9.9,19.7,14.7
2460,HPE,9.9,19.7,14.7
2461,HPE,9.9,19.7,14.7
2462,HPE,9.9,19.7,14.7
2463,HPE,9.9,19.7,14.7
2464,HPE,9.9,19.7,14.7
2465,HPE,9.9,19.7,14.7
2466,HPE,9.9,19.7,14.7
2467,HPE,9.9,19.7,14.7
2468,HPE,9.9,19.7,14.7
2469,HPE,9.9,19.7,14.7
2470,HPE,9.9,19.7,14.7
2471,HCE,8.7,18.2,14.7
2472,HCE,8.7,18.2,14.7
2473,HCE,8.7,18.2,14.7
2474,HCE,8.7,18.2,14.7
2475,HCE,8.7,18.2,14.7
2476,HCE,8.7,18.2,14.7
2477,HCE,8.7,18.2,14.7
2478,HCE,8.7,18.2,14.7
2479,HPE,9.9,19.7,14.7
2480,HPE,9.9,19.7,14.7
2481,HPE,9.9,19.7,14.7
2482,HPE,9.9,19.7,14.7
2483,HPE,9.9,19.7,14.7
2484,HPE,9.9,19.7,14.7
2485,HPE,9.9,19.7,14.7
2486,HPE,9.9,19.7,14.7
2487,HPE,9.9,19.7,14.7
2488,HPE,9.9,19.7,14.7
2489,HPE,9.9,19.7,14.7
2490,HPE,9.9,19.7,14.7
2491,HPE,9.9,19.7,14.7
2492,HPE,9.9,19.7,14.7
2493,HPE,9.9,19.7,14.7
2494,HPE,9.9,19.7,14.7
2495,HCE,8.7,18.2,14.7
2496,HCE,8.7,18.2,14.7
2497,HCE,8.7,18.2,14.7
2498,HCE,8.7,18.2,14.7
2499,HCE,8.7,18.2,14.7
2500,HCE,8.7,18.2,14.7
2501,HCE,8.7,18.2,14.7
2502,HCE,8.7,18.2,14.7
2503,HPE,9.9,19.7,14.7
2504,HPE,9.9,19.7,14.7
2505,HPE,9.9,19.7,14.7
2506,HPE,9.9,19.7,14.7
2507,HPE,9.9,19.7,14.7
2508,HPE,9.9,19.7,14.7
2509,HPE,9.9,19.7,14.7
2510,HPE,9.9,19.7,14.7
2511,HPE,9.9,19.7,14.7
2512,HPE,9.9,19.7,14.7
2513,HPE,9.9,19.7,14.7
2514,HPE,9.9,19.7,14.7
2515,HPE,9.9,19.7,14.7
2516,HPE,9.9,19.7,14.7
2517,HPE,9.9,19.7,14.7
2518,HPE,9.9,19.7,14.7
2519,HCE,8.7,18.2,14.7
2520,HCE,8.7,18.2,14.7
2521,HCE,8.7,18.2,14.7
2522,HCE,8.7,18.2,14.7
2523,HCE,8.7,18.2,14.7
2524,HCE,8.7,18.2,14.7
2525,HCE,8.7,18.2,14.7
2526,HCE,8.7,18.2,14.7
2527,HPE,9.9,19.7,14.7
2528,HPE,9.9,19.7,14.7
2529,HPE,9.9,19.7,14.7
2530,HPE,9.9,19.7,14.7
2531,HPE,9.9,19.7,14.7
2532,HPE,9.9,19.7,14.7
2533,HPE,9.9,19.7,14.7
2534,HPE,9.9,19.7,14.7
2535,HPE,9.9,19.7,14.7
2536,HPE,9.9,19.7,14.7
2537,HPE,9.9,19.7,14.7
2538,HPE,9.9,19.7,14.7
2539,HPE,9.9,19.7,14.7
2540,HPE,9.9,19.7,14.7
2541,HPE,9.9,19.7,14.7
2542,HPE,9.9,19.7,14.7
2543,HCE,8.7,18.2,14.7
2544,HCE,8.7,18.2,14.7
2545,HCE,8.7,18.2,14.7
2546,HCE,8.7,18.2,14.7
2547,HCE,8.7,18.2,14.7
2548,HCE,8.7,18.2,14.7
2549,HCE,8.7,18.2,14.7
2550,HCE,8.7,18.2,14.7
2551,HPE,9.9,19.7,14.7
2552,HPE,9.9,19.7,14.7
2553,HPE,9.9,19.7,14.7
2554,HPE,9.9,19.7,14.7
2555,HPE,9.9,19.7,14.7
2556,HPE,9.9,19.7,14.7
2557,HPE,9.9,19.7,14.7
2558,HPE,9.9,19.7,14.7
2559,HPE,9.9,19.7,14.7
2560,HPE,9.9,19.7,14.7
2561,HPE,9.9,19.7,14.7
2562,HPE,9.9,19.7,14.7
2563,HPE,9.9,19.7,14.7
2564,HPE,9.9,19.7,14.7
2565,HPE,9.9,19.7,14.7
2566,HPE,9.9,19.7,14.7
2567,HCE,8.7,18.2,14.7
2568,HCE,8.7,18.2,14.7
2569,HCE,8.7,18.2,14.7
2570,HCE,8.7,18.2,14.7
2571,HCE,8.7,18.2,14.7
2572,HCE,8.7,18.2,14.7
2573,HCE,8.7,18.2,14.7
2574,HCE,8.7,18.2,14.7
2575,HPE,9.9,19.7,14.7
2576,HPE,9.9,19.7,14.7
2577,HPE,9.9,19.7,14.7
2578,HPE,9.9,19.7,14.7
2579,HPE,9.9,19.7,14.7
2580,HPE,9.9,19.7,14.7
2581,HPE,9.9,19.7,14.7
2582,HPE,9.9,19.7,14.7
2583,HPE,9.9,19.7,14.7
2584,HPE,9.9,19.7,14.7
2585,HPE,9.9,19.7,14.7
2586,HPE,9.9,19.7,14.7
2587,HPE,9.9,19.7,14.7
2588,HPE,9.9,19.7,14.7
2589,HPE,9.9,19.7,14.7
2590,HPE,9.9,19.7,14.7
2591,HCE,8.7,18.2,14.7
2592,HCE,8.7,18.2,14.7
2593,HCE,8.7,18.2,14.7
2594,HCE,8.7,18.2,14.7
2595,HCE,8.7,18.2,14.7
2596,HCE,8.7,18.2,14.7
2597,HCE,8.7,18.2,14.7
2598,HCE,8.7,18.2,14.7
2599,HPE,9.9,19.7,14.7
2600,HPE,9.9,19.7,14.7
2601,HPE,9.9,19.7,14.7
2602,HPE,9.9,19.7,14.7
2603,HPE,9.9,19.7,14.7
2604,HPE,9.9,19.7,14.7
2605,HPE,9.9,19.7,14.7
2606,HPE,9.9,19.7,14.7
2607,HPE,9.9,19.7,14.7
2608,HPE,9.9,19.7,14.7
2609,HPE,9.9,19.7,14.7
2610,HPE,9.9,19.7,14.7
2611,HPE,9.9,19.7,14.7
2612,HPE,9.9,19.7,14.7
2613,HPE,9.9,19.7,14.7
2614,HPE,9.9,19.7,14.7
2615,HCE,8.7,18.2,14.7
2616,HCE,8.7,18.2,14.7
2617,HCE,8.7,18.2,14.7
2618,HCE,8.7,18.2,14.7
2619,HCE,8.7,18.2,14.7
2620,HCE,8.7,18.2,14.7
2621,HCE,8.7,18.2,14.7
2622,HCE,8.7,18.2,14.7
2623,HPE,9.9,19.7,14.7
2624,HPE,9.9,19.7,14.7
2625,HPE,9.9,19.7,14.7
2626,HPE,9.9,19.7,14.7
2627,HPE,9.9,19.7,14.7
2628,HPE,9.9,19.7,14.7
2629,HPE,9.9,19.7,14.7
2630,HPE,9.9,19.7,14.7
2631,HPE,9.9,19.7,14.7
2632,HPE,9.9,19.7,14.7
2633,HPE,9.9,19.7,14.7
2634,HPE,9.9,19.7,14.7
2635,HPE,9.9,19.7,14.7
2636,HPE,9.9,19.7,14.7
2637,HPE,9.9,19.7,14.7
2638,HPE,9.9,19.7,14.7
2639,HCE,8.7,18.2,14.7
2640,HCE,8.7,18.2,14.7
2641,HCE,8.7,18.2,14.7
2642,HCE,8.7,18.2,14.7
2643,HCE,8.7,18.2,14.7
2644,HCE,8.7,18.2,14.7
2645,HCE,8.7,18.2,14.7
2646,HCE,8.7,18.2,14.7
2647,HPE,9.9,19.7,14.7
2648,HPE,9.9,19.7,14.7
2649,HPE,9.9,19.7,14.7
2650,HPE,9.9,19.7,14.7
2651,HPE,9.9,19.7,14.7
2652,HPE,9.9,19.7,14.7
2653,HPE,9.9,19.7,14.7
2654,HPE,9.9,19.7,14.7
2655,HPE,9.9,19.7,14.7
2656,HPE,9.9,19.7,14.7
2657,HPE,9.9,19.7,14.7
2658,HPE,9.9,19.7,14.7
2659,HPE,9.9,19.7,14.7
2660,HPE,9.9,19.7,14.7
2661,HPE,9.9,19.7,14.7
2662,HPE,9.9,19.7,14.7
2663,HCE,8.7,18.2,14.7
2664,HCE,8.7,18.2,14.7
2665,HCE,8.7,18.2,14.7
2666,HCE,8.7,18.2,14.7
2667,HCE,8.7,18.2,14.7
2668,HCE,8.7,18.2,14.7
2669,HCE,8.7,18.2,14.7
2670,HCE,8.7,18.2,14.7
2671,HPE,9.9,19.7,14.7
2672,HPE,9.9,19.7,14.7
2673,HPE,9.9,19.7,14.7
2674,HPE,9.9,19.7,14.7
2675,HPE,9.9,19.7,14.7
2676,HPE,9.9,19.7,14.7
2677,HPE,9.9,19.7,14.7
2678,HPE,9.9,19.7,14.7
2679,HPE,9.9,19.7,14.7
2680,HPE,9.9,19.7,14.7
2681,HPE,9.9,19.7,14.7
2682,HPE,9.9,19.7,14.7
2683,HPE,9.9,19.7,14.7
2684,HPE,9.9,19.7,14.7
2685,HPE,9.9,19.7,14.7
2686,HPE,9.9,19.7,14.7
2687,HCE,8.7,18.2,14.7
2688,HCE,8.7,18.2,14.7
2689,HCE,8.7,18.2,14.7
2690,HCE,8.7,18.2,14.7
2691,HCE,8.7,18.2,14.7
2692,HCE,8.7,18.2,14.7
2693,HCE,8.7,18.2,14.7
2694,HCE,8.7,18.2,14.7
2695,HPE,9.9,19.7,14.7
2696,HPE,9.9,19.7,14.7
2697,HPE,9.9,19.7,14.7
2698,HPE,9.9,19.7,14.7
2699,HPE,9.9,19.7,14.7
2700,HPE,9.9,19.7,14.7
2701,HPE,9.9,19.7,14.7
2702,HPE,9.9,19.7,14.7
2703,HPE,9.9,19.7,14.7
2704,HPE,9.9,19.7,14.7
2705,HPE,9.9,19.7,14.7
2706,HPE,9.9,19.7,14.7
2707,HPE,9.9,19.7,14.7
2708,HPE,9.9,19.7,14.7
2709,HPE,9.9,19.7,14.7
2710,HPE,9.9,19.7,14.7
2711,HCE,8.7,18.2,14.7
2712,HCE,8.7,18.2,14.7
2713,HCE,8.7,18.2,14.7
2714,HCE,8.7,18.2,14.7
2715,HCE,8.7,18.2,14.7
2716,HCE,8.7,18.2,14.7
2717,HCE,8.7,18.2,14.7
2718,HCE,8.7,18.2,14.7
2719,HPE,9.9,19.7,14.7
2720,HPE,9.9,19.7,14.7
2721,HPE,9.9,19.7,14.7
2722,HPE,9.9,19.7,14.7
2723,HPE,9.9,19.7,14.7
2724,HPE,9.9,19.7,14.7
2725,HPE,9.9,19.7,14.7
2726,HPE,9.9,19.7,14.7
2727,HPE,9.9,19.7,14.7
2728,HPE,9.9,19.7,14.7
2729,HPE,9.9,19.7,14.7
2730,HPE,9.9,19.7,14.7
2731,HPE,9.9,19.7,14.7
2732,HPE,9.9,19.7,14.7
2733,HPE,9.9,19.7,14.7
2734,HPE,9.9,19.7,14.7
2735,HCE,8.7,18.2,14.7
2736,HCE,8.7,18.2,14.7
2737,HCE,8.7,18.2,14.7
2738,HCE,8.7,18.2,14.7
2739,HCE,8.7,18.2,14.7
2740,HCE,8.7,18.2,14.7
2741,HCE,8.7,18.2,14.7
2742,HCE,8.7,18.2,14.7
2743,HPE,9.9,19.7,14.7
2744,HPE,9.9,19.7,14.7
2745,HPE,9.9,19.7,14.7
2746,HPE,9.9,19.7,14.7
2747,HPE,9.9,19.7,14.7
2748,HPE,9.9,19.7,14.7
2749,HPE,9.9,19.7,14.7
2750,HPE,9.9,19.7,14.7
2751,HPE,9.9,19.7,14.7
2752,HPE,9.9,19.7,14.7
2753,HPE,9.9,19.7,14.7
2754,HPE,9.9,19.7,14.7
2755,HPE,9.9,19.7,14.7
2756,HPE,9.9,19.7,14.7
2757,HPE,9.9,19.7,14.7
2758,HPE,9.9,19.7,14.7
2759,HCE,8.7,18.2,14.7
2760,HCE,8.7,18.2,14.7
2761,HCE,8.7,18.2,14.7
2762,HCE,8.7,18.2,14.7
2763,HCE,8.7,18.2,14.7
2764,HCE,8.7,18.2,14.7
2765,HCE,8.7,18.2,14.7
2766,HCE,8.7,18.2,14.7
2767,HPE,9.9,19.7,14.7
2768,HPE,9.9,19.7,14.7
2769,HPE,9.9,19.7,14.7
2770,HPE,9.9,19.7,14.7
2771,HPE,9.9,19.7,14.7
2772,HPE,9.9,19.7,14.7
2773,HPE,9.9,19.7,14.7
2774,HPE,9.9,19.7,14.7
2775,HPE,9.9,19.7,14.7
2776,HPE,9.9,19.7,14.7
2777,HPE,9.9,19.7,14.7
2778,HPE,9.9,19.7,14.7
2779,HPE,9.9,19.7,14.7
2780,HPE,9.9,19.7,14.7
2781,HPE,9.9,19.7,14.7
2782,HPE,9.9,19.7,14.7
2783,HCE,8.7,18.2,14.7
2784,HCE,8.7,18.2,14.7
2785,HCE,8.7,18.2,14.7
2786,HCE,8.7,18.2,14.7
2787,HCE,8.7,18.2,14.7
2788,HCE,8.7,18.2,14.7
2789,HCE,8.7,18.2,14.7
2790,HCE,8.7,18.2,14.7
2791,HPE,9.9,19.7,14.7
2792,HPE,9.9,19.7,14.7
2793,HPE,9.9,19.7,14.7
2794,HPE,9.9,19.7,14.7
2795,HPE,9.9,19.7,14.7
2796,HPE,9.9,19.7,14.7
2797,HPE,9.9,19.7,14.7
2798,HPE,9.9,19.7,14.7
2799,HPE,9.9,19.7,14.7
2800,HPE,9.9,19.7,14.7
2801,HPE,9.9,19.7,14.7
2802,HPE,9.9,19.7,14.7
2803,HPE,9.9,19.7,14.7
2804,HPE,9.9,19.7,14.7
2805,HPE,9.9,19.7,14.7
2806,HPE,9.9,19.7,14.7
2807,HCE,8.7,18.2,14.7
2808,HCE,8.7,18.2,14.7
2809,HCE,8.7,18.2,14.7
2810,HCE,8.7,18.2,14.7
2811,HCE,8.7,18.2,14.7
2812,HCE,8.7,18.2,14.7
2813,HCE,8.7,18.2,14.7
2814,HCE,8.7,18.2,14.7
2815,HPE,9.9,19.7,14.7
2816,HPE,9.9,19.7,14.7
2817,HPE,9.9,19.7,14.7
2818,HPE,9.9,19.7,14.7
2819,HPE,9.9,19.7,14.7
2820,HPE,9.9,19.7,14.7
2821,HPE,9.9,19.7,14.7
2822,HPE,9.9,19.7,14.7
2823,HPE,9.9,19.7,14.7
2824,HPE,9.9,19.7,14.7
2825,HPE,9.9,19.7,14.7
2826,HPE,9.9,19.7,14.7
2827,HPE,9.9,19.7,14.7
2828,HPE,9.9,19.7,14.7
2829,HPE,9.9,19.7,14.7
2830,HPE,9.9,19.7,14.7
2831,HCE,8.7,18.2,14.7
2832,HCE,8.7,18.2,14.7
2833,HCE,8.7,18.2,14.7
2834,HCE,8.7,18.2,14.7
2835,HCE,8.7,18.2,14.7
2836,HCE,8.7,18.2,14.7
2837,HCE,8.7,18.2,14.7
2838,HCE,8.7,18.2,14.7
2839,HPE,9.9,19.7,14.7
2840,HPE,9.9,19.7,14.7
2841,HPE,9.9,19.7,14.7
2842,HPE,9.9,19.7,14.7
2843,HPE,9.9,19.7,14.7
2844,HPE,9.9,19.7,14.7
2845,HPE,9.9,19.7,14.7
2846,HPE,9.9,19.7,14.7
2847,HPE,9.9,19.7,14.7
2848,HPE,9.9,19.7,14.7
2849,HPE,9.9,19.7,14.7
2850,HPE,9.9,19.7,14.7
2851,HPE,9.9,19.7,14.7
2852,HPE,9.9,19.7,14.7
2853,HPE,9.9,19.7,14.7
2854,HPE,9.9,19.7,14.7
2855,HCE,8.7,18.2,14.7
2856,HCE,8.7,18.2,14.7
2857,HCE,8.7,18.2,14.7
2858,HCE,8.7,18.2,14.7
2859,HCE,8.7,18.2,14.7
2860,HCE,8.7,18.2,14.7
2861,HCE,8.7,18.2,14.7
2862,HCE,8.7,18.2,14.7
2863,HPE,9.9,19.7,14.7
2864,HPE,9.9,19.7,14.7
2865,HPE,9.9,19.7,14.7
2866,HPE,9.9,19.7,14.7
2867,HPE,9.9,19.7,14.7
2868,HPE,9.9,19.7,14.7
2869,HPE,9.9,19.7,14.7
2870,HPE,9.9,19.7,14.7
2871,HPE,9.9,19.7,14.7
2872,HPE,9.9,19.7,14.7
2873,HPE,9.9,19.7,14.7
2874,HPE,9.9,19.7,14.7
2875,HPE,9.9,19.7,14.7
2876,HPE,9.9,19.7,14.7
2877,HPE,9.9,19.7,14.7
2878,HPE,9.9,19.7,14.7
2879,HCE,8.7,18.2,14.7
2880,HCE,8.7,18.2,14.7
2881,HCE,8.7,18.2,14.7
2882,HCE,8.7,18.2,14.7
2883,HCE,8.7,18.2,14.7
2884,HCE,8.7,18.2,14.7
2885,HCE,8.7,18.2,14.7
2886,HCE,8.7,18.2,14.7
2887,HPE,9.9,19.7,14.7
2888,HPE,9.9,19.7,14.7
2889,HPE,9.9,19.7,14.7
2890,HPE,9.9,19.7,14.7
2891,HPE,9.9,19.7,14.7
2892,HPE,9.9,19.7,14.7
2893,HPE,9.9,19.7,14.7
2894,HPE,9.9,19.7,14.7
2895,HPE,9.9,19.7,14.7
2896,HPE,9.9,19.7,14.7
2897,HPE,9.9,19.7,14.7
2898,HPE,9.9,19.7,14.7
2899,HPE,9.9,19.7,14.7
2900,HPE,9.9,19.7,14.7
2901,HPE,9.9,19.7,14.7
2902,HPE,9.9,19.7,14.7
2903,HCE,8.7,18.2,14.7
2904,HCE,8.7,18.2,14.7
2905,HCE,8.7,18.2,14.7
2906,HCE,8.7,18.2,14.7
2907,HCE,8.7,18.2,14.7
2908,HCE,8.7,18.2,14.7
2909,HCE,8.7,18.2,14.7
2910,HCE,8.7,18.2,14.7
